"word_combo","da_cue","da_target","type","cue_type","target_type","da_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"almindeligtilbagemelstremt","almindelig","tilbagemelstremt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"almindeligunderskrift","almindelig","underskrift","unrelated","word","word",0.052863277599056,-0.339693524541177,0.741426840613182,0.109317423725753,46,49,50,0,0.98,48,50,0,0.96,FALSE,TRUE,FALSE
"alnærelement","alnær","element","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alnærsysert","alnær","sysert","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alstrifragde","alstri","fragde","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alstrikapel","alstri","kapel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altidafpreste","altid","afpreste","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"altidcomputer","altid","computer","unrelated","word","word",0.0842677508003923,-0.650645323348202,0.460921149424089,0.058537044513933,62,68,69,0,0.985507246376812,68,69,0,0.985507246376812,TRUE,TRUE,TRUE
"altidkonstant","altid","konstant","related","word","word",0.487811351654842,-0.570737759990737,0.513967303953873,0.0652739128760874,62,69,71,3,0.971830985915493,68,70,4,0.971428571428571,TRUE,TRUE,TRUE
"alvlandsby","alv","landsby","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alvsvaste","alv","svaste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amagemisk","amage","misk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amagevanilje","amage","vanilje","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatørbebard","amatør","bebard","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amatørprofessionel","amatør","professionel","related","word","word",0.368176038268137,-0.290014382488795,0.596571071762716,0.0718187174004462,69,79,81,1,0.975308641975309,78,80,2,0.975,TRUE,TRUE,TRUE
"amatørskrivning","amatør","skrivning","unrelated","word","word",0.143358857872149,0.238990133945442,1.68376885244194,0.251001440830466,45,47,52,0,0.903846153846154,49,52,0,0.942307692307692,FALSE,TRUE,FALSE
"ambassadeharmoni","ambassade","harmoni","unrelated","word","word",0.105395288534223,-0.35508630905947,0.474308127955032,0.069184951051543,47,50,51,0,0.980392156862745,49,51,0,0.96078431372549,TRUE,TRUE,FALSE
"ambassadeministerium","ambassade","ministerium","related","word","word",0.392361321310962,0.0749698408840074,0.955046999968638,0.127623523648177,56,57,58,1,0.982758620689655,55,58,1,0.948275862068966,FALSE,TRUE,TRUE
"ambassadetiltor","ambassade","tiltor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassadørinsekt","ambassadør","insekt","unrelated","word","word",0.113756955881348,-0.272487759326527,0.70758396787779,0.100067484389054,50,54,56,1,0.964285714285714,54,56,1,0.964285714285714,FALSE,TRUE,TRUE
"ambassadørminister","ambassadør","minister","related","word","word",0.448852071975368,-0.336804062758586,0.696852332608014,0.0939635493603025,55,58,58,1,1,58,59,0,0.983050847457627,FALSE,TRUE,TRUE
"ambassadørtui","ambassadør","tui","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassastedsfævisel","ambassasteds","fævisel","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassastedsfeber","ambassasteds","feber","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulancehelikopter","ambulance","helikopter","related","word","word",0.444689161920136,-0.223833971601339,0.743356198701452,0.0967767339797869,59,64,65,0,0.984615384615385,65,65,0,1,FALSE,TRUE,TRUE
"ambulancejordbær","ambulance","jordbær","unrelated","word","word",0.0697150937000896,-0.575534684790876,0.421768352228072,0.0519160953236498,66,76,78,0,0.974358974358974,74,78,0,0.948717948717949,TRUE,TRUE,TRUE
"ambulancesem","ambulance","sem","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amdretbeholde","amdret","beholde","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amdretjurisværelse","amdret","jurisværelse","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ametigbuedsløb","ametig","buedsløb","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ametigtåge","ametig","tåge","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amsassistere","ams","assistere","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amsmakner","ams","makner","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amtdistrikt","amt","distrikt","related","word","word",0.414534345794321,0.00832264392231723,1.06743654704582,0.130408129838201,67,73,87,0,0.839080459770115,25,87,0,0.28735632183908,FALSE,TRUE,TRUE
"amthalskæde","amt","halskæde","unrelated","word","word",0.0379643452900798,0.0340572966487254,0.909110777196081,0.131218837984337,48,52,53,0,0.981132075471698,26,53,0,0.490566037735849,FALSE,TRUE,FALSE
"amtkrening","amt","krening","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analytikerbutje","analytiker","butje","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analytikerefterforsker","analytiker","efterforsker","related","word","word",0.30190719158341,-0.180504259549711,0.648365338744581,0.0890598285747385,53,59,59,2,1,51,58,3,0.879310344827586,TRUE,TRUE,TRUE
"analytikergenerelt","analytiker","generelt","unrelated","word","word",0.0953474495466395,-0.456873304236293,0.808261796331118,0.112085744256557,52,55,55,1,1,54,55,1,0.981818181818182,FALSE,TRUE,TRUE
"ananiskflåde","ananisk","flåde","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ananisktilget","ananisk","tilget","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarkikapitalisme","anarki","kapitalisme","related","word","word",0.363363157700383,-0.299502432116268,0.543636868190634,0.0720064622411999,57,60,62,0,0.967741935483871,55,62,0,0.887096774193548,TRUE,TRUE,TRUE
"anarkiskab","anarki","skab","unrelated","word","word",0.0983540006424162,-0.486167371647137,0.765770035336727,0.107229252942744,51,54,54,0,1,50,54,0,0.925925925925926,FALSE,TRUE,TRUE
"anarkisofel","anarki","sofel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomiføderakomst","anatomi","føderakomst","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomiimperium","anatomi","imperium","unrelated","word","word",0.0675319811533978,0.0622169947700621,0.731418184600761,0.1078417279048,46,50,53,1,0.943396226415094,51,53,1,0.962264150943396,FALSE,TRUE,FALSE
"anatomipsykologi","anatomi","psykologi","related","word","word",0.469413686099796,-0.407533987050591,0.550670843487108,0.0559121529185531,97,106,111,2,0.954954954954955,99,111,2,0.891891891891892,TRUE,TRUE,TRUE
"andetstedsmerie","andetsteds","merie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andetstedsnogetsteds","andetsteds","nogetsteds","related","word","word",0.797639625140556,0.65991202261204,1.42790673895514,0.20193650760343,50,54,94,3,0.574468085106383,71,97,0,0.731958762886598,FALSE,TRUE,TRUE
"andetstedsost","andetsteds","ost","unrelated","word","word",0.0224349950242439,-0.570217618943766,0.805581419007087,0.0782449843259287,106,116,121,2,0.958677685950413,68,121,2,0.56198347107438,TRUE,TRUE,TRUE
"andetvendtanaket","andetvendt","anaket","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"andetvendtsprængstof","andetvendt","sprængstof","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anfalddigslot","anfalddig","slot","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anfalddigtenpe","anfalddig","tenpe","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angrebgerstråling","angrebger","stråling","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angrebgerudfrobudt","angrebger","udfrobudt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anhængerforsøg","anhænger","forsøg","unrelated","word","word",0.0885359639218905,-0.627906413263016,0.451332705261955,0.0625885850429175,52,55,55,0,1,47,55,0,0.854545454545454,TRUE,TRUE,TRUE
"anhængernervie","anhænger","nervie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anhængervarevogn","anhænger","varevogn","related","word","word",0.33252657665396,-0.273709834186466,0.694208398277607,0.0664931051291566,109,121,126,1,0.96031746031746,82,123,4,0.666666666666667,TRUE,TRUE,TRUE
"ankeramerika","anker","amerika","unrelated","word","word",0.104403370093809,-0.339399984094149,0.693634833589457,0.105778320455286,43,49,52,0,0.942307692307692,45,52,0,0.865384615384615,FALSE,TRUE,FALSE
"ankergåsel","anker","gåsel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankersejl","anker","sejl","related","word","word",0.420997400023137,-0.419037053342692,0.701979319467945,0.0695063098391623,102,113,118,2,0.957627118644068,104,117,3,0.888888888888889,TRUE,TRUE,TRUE
"ankommegå","ankomme","gå","related","word","word",0.202474600257498,-0.667827505935597,0.515792902362648,0.0708496039492645,53,57,59,0,0.966101694915254,58,59,0,0.983050847457627,TRUE,TRUE,TRUE
"ankommehovi","ankomme","hovi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankommekomme","ankomme","komme","related","word","word",0.38639012011982,-0.625706439508623,0.492747740890833,0.0689984848019227,51,55,56,1,0.982142857142857,55,56,1,0.982142857142857,TRUE,TRUE,TRUE
"ankommenakke","ankomme","nakke","unrelated","word","word",0.142377620627443,-0.633886391572265,0.436553209416111,0.0699044594614874,39,48,54,0,0.888888888888889,50,53,1,0.943396226415094,TRUE,TRUE,FALSE
"ankommeubehagelig","ankomme","ubehagelig","unrelated","word","word",0.107233926782101,-0.179379185176538,0.867532919078596,0.120305170111186,52,54,55,1,0.981818181818182,53,55,1,0.963636363636364,FALSE,TRUE,TRUE
"ankommeværsby","ankomme","værsby","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankomstafgang","ankomst","afgang","related","word","word",0.499416711173362,-0.466117510020502,0.475592972283754,0.0679418531833935,49,51,51,0,1,51,51,0,1,TRUE,TRUE,FALSE
"ankomstgorilla","ankomst","gorilla","unrelated","word","word",0.0645387904485632,-0.189965570120534,0.635643343602549,0.0800835337955202,63,72,79,0,0.911392405063291,76,79,0,0.962025316455696,TRUE,TRUE,TRUE
"ankomstjavag","ankomst","javag","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anonymkræft","anonym","kræft","unrelated","word","word",0.0778822126088899,-0.34267871380748,0.901644777914082,0.125035633808599,52,53,54,0,0.981481481481482,51,54,0,0.944444444444444,FALSE,TRUE,TRUE
"anonymspok","anonym","spok","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anonymukendt","anonym","ukendt","related","word","word",0.300116291623104,-0.564428045958547,0.545799212742397,0.0779713161060567,49,50,51,0,0.980392156862745,49,51,0,0.96078431372549,TRUE,TRUE,FALSE
"ansenbrændsker","ansen","brændsker","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ansentitel","ansen","titel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anskyldeenhed","anskylde","enhed","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anskyldejad","anskylde","jad","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anstændigærlig","anstændig","ærlig","related","word","word",0.448170251034228,-0.671993948811266,0.385559567987003,0.0581252918792915,44,47,52,0,0.903846153846154,50,51,1,0.980392156862745,TRUE,TRUE,FALSE
"anstændigenhed","anstændig","enhed","unrelated","word","word",0.0656714824710576,-0.427416536830932,0.634638115603151,0.0732816973762952,75,78,79,0,0.987341772151899,77,79,0,0.974683544303797,TRUE,TRUE,TRUE
"anstændigskræmkologi","anstændig","skræmkologi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anstænmehåndklæde","anstænme","håndklæde","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anstænmemotor","anstænme","motor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anstænmestrive","anstænme","strive","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anstænmetilbil","anstænme","tilbil","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anstiskårdis","anstisk","årdis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anstiskinvestor","anstisk","investor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anstruærlighed","anstru","ærlighed","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anstruforskætte","anstru","forskætte","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ansvaforstå","ansva","forstå","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ansvaplode","ansva","plode","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ansvarinspirastere","ansvar","inspirastere","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ansvarpligt","ansvar","pligt","related","word","word",0.422628455722041,-0.257332929812579,0.658290061601079,0.0810299051793536,66,73,75,2,0.973333333333333,72,75,2,0.96,TRUE,TRUE,TRUE
"ansvarsyndrom","ansvar","syndrom","unrelated","word","word",0.087588965701892,-0.109199548332208,0.718429302105742,0.0912406126080875,62,67,79,0,0.848101265822785,75,79,0,0.949367088607595,FALSE,TRUE,TRUE
"anvendebruge","anvende","bruge","related","word","word",0.53191436254718,-0.658822847753033,0.654178605860167,0.0638412949180307,105,119,121,2,0.983471074380165,116,121,2,0.958677685950413,TRUE,TRUE,TRUE
"anvendekirkegård","anvende","kirkegård","unrelated","word","word",0.049062715865796,-0.33535719024838,0.659410964054727,0.0923360040155544,51,52,52,0,1,52,52,0,1,FALSE,TRUE,TRUE
"anvendeklipvinde","anvende","klipvinde","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arbejdgekomhyt","arbejdge","komhyt","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arbejdgemennesker","arbejdge","mennesker","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arenaafpresse","arena","afpresse","unrelated","word","word",0.1038561071899,-0.0848987670019781,0.618570616228997,0.0652030680312515,90,100,108,1,0.925925925925926,98,109,0,0.89908256880734,TRUE,TRUE,TRUE
"arenakrider","arena","krider","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arenaslagmark","arena","slagmark","related","word","word",0.291771258518266,-0.20312661406212,0.632043499521585,0.0912276211470851,48,53,54,1,0.981481481481482,51,55,0,0.927272727272727,FALSE,TRUE,FALSE
"århundredeårti","århundrede","årti","related","word","word",0.507565897471062,-0.487252554403077,0.67518768446625,0.0945451867539078,51,53,53,0,1,53,53,0,1,FALSE,TRUE,TRUE
"århundredeomvendt","århundrede","omvendt","unrelated","word","word",0.0983777605899721,-0.585706270232877,0.388705171318574,0.0528960738950903,54,57,60,0,0.95,59,59,1,1,TRUE,TRUE,TRUE
"århundredeprævisk","århundrede","prævisk","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arnelektricitet","arn","elektricitet","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arnmorgendent","arn","morgendent","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arrangerelandplytte","arrangere","landplytte","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arrangereorganisere","arrangere","organisere","related","word","word",0.416234815041187,-0.364641321854124,0.5870094947344,0.079881874237125,54,57,57,0,1,54,56,1,0.964285714285714,TRUE,TRUE,TRUE
"arrangeresignal","arrangere","signal","unrelated","word","word",0.0573866793430029,-0.54248457298161,0.731351234350806,0.0784090825716592,87,94,98,3,0.959183673469388,88,97,4,0.907216494845361,TRUE,TRUE,TRUE
"arsefestbehagelig","arsefest","behagelig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arsefestjurde","arsefest","jurde","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arsenaldimittere","arsenal","dimittere","unrelated","word","word",0.0927922578883043,0.580305123062417,1.13786466885473,0.157793438772868,52,56,61,0,0.918032786885246,50,61,0,0.819672131147541,FALSE,TRUE,TRUE
"arsenalmoble","arsenal","moble","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arsenalvåbenkammer","arsenal","våbenkammer","related","word","word",0.477471056364038,0.417820908125993,0.938998191016357,0.128981321064806,53,58,60,0,0.966666666666667,50,60,0,0.833333333333333,FALSE,TRUE,TRUE
"årsoftwaredelige","årsoftwarede","lige","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"årsoftwaredemaret","årsoftwarede","maret","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artefaktkølig","artefakt","kølig","unrelated","word","word",0.107282935523255,-0.196252916543562,0.849464357056101,0.115597457192713,54,56,62,1,0.903225806451613,34,62,1,0.548387096774194,FALSE,TRUE,TRUE
"artefaktkrød","artefakt","krød","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artefaktmedaljon","artefakt","medaljon","related","word","word",0.306589994258083,0.25110729996929,1.06296230067585,0.146009101077031,53,62,67,0,0.925373134328358,41,66,1,0.621212121212121,FALSE,TRUE,TRUE
"artelearimede","artelear","imede","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artelearvidste","artelear","vidste","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artikelånd","artikel","ånd","unrelated","word","word",0.0520419319812031,-0.648270044007043,0.497410669773726,0.0696514254467181,51,56,57,1,0.982456140350877,53,57,1,0.929824561403509,TRUE,TRUE,TRUE
"artikelavis","artikel","avis","related","word","word",0.491116581098169,-0.485207621727893,0.928616208053145,0.136916990232499,46,50,52,0,0.961538461538462,51,52,0,0.980769230769231,FALSE,TRUE,FALSE
"artikelopesion","artikel","opesion","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artiniskansvarve","artinisk","ansvarve","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artiniskhavn","artinisk","havn","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arvarve","arv","arve","related","word","word",0.562639830130784,-0.232364674410102,1.00299177680216,0.146301386995705,47,53,55,0,0.963636363636364,48,54,1,0.888888888888889,FALSE,TRUE,FALSE
"arvjuli","arv","juli","unrelated","word","word",0.0159447665361556,-0.47074151223147,0.819419121196255,0.0972471583409042,71,79,82,0,0.963414634146341,75,82,0,0.914634146341463,FALSE,TRUE,TRUE
"arvtrosnit","arv","trosnit","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"askehilse","aske","hilse","unrelated","word","word",0.112583548639436,-0.584172838513105,0.695129141584881,0.086220158581705,65,74,77,0,0.961038961038961,75,77,0,0.974025974025974,TRUE,TRUE,TRUE
"askesovesimum","aske","sovesimum","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"askestøv","aske","støv","related","word","word",0.502883557598327,-0.393673813196611,0.870842919820532,0.0912891428014505,91,101,106,2,0.952830188679245,94,104,4,0.903846153846154,FALSE,TRUE,TRUE
"aspiudtdepression","aspiudt","depression","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aspiudtvivis","aspiudt","vivis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astrobiltevaluering","astrobilt","evaluering","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astrobiltoprettørklæde","astrobilt","oprettørklæde","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astrofebanve","astrofe","banve","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astrofetrekant","astrofe","trekant","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astronautforedkes","astronaut","foredkes","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astronautmusik","astronaut","musik","unrelated","word","word",0.111002982464741,-0.713546808394992,0.377319842013244,0.0539028345733206,49,50,50,0,1,50,50,0,1,TRUE,TRUE,FALSE
"astronautpilot","astronaut","pilot","related","word","word",0.449866329977349,-0.691520057785857,0.438991658142191,0.0633629880000985,48,52,54,1,0.962962962962963,52,54,1,0.962962962962963,TRUE,TRUE,FALSE
