"word_combo","he_cue","he_target","type","cue_type","target_type","he_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"חרבסכין","חרב","סכין","related","word","word",0.594163733862956,1.29040817203365,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חרבפרט","חרב","פרט","unrelated","word","word",0.0970135991416243,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,FALSE,FALSE,NA
"חרדהלהאמין","חרדה","להאמין","unrelated","word","word",0.141649491522525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חרדהעבילה","חרדה","עבילה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חרדהפחד","חרדה","פחד","related","word","word",0.508658369743424,-0.886619875468139,0.375256732653363,0.2653465803451,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"חרוליםחולה","חרולים","חולה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חרוליםתברות","חרולים","תברות","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חרונלינש","חרונ","לינש","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חרונפלסטיק","חרונ","פלסטיק","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חרלת נפיםאדרנלין","חרלת נפים","אדרנלין","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חרלת נפיםמששין","חרלת נפים","מששין","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חשיאהדבקה","חשיא","הדבקה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חשיאהקגה","חשיא","הקגה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חשיחהלממן","חשיחה","לממן","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חשיחהשלר","חשיחה","שלר","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חתבורבפנים","חתבור","בפנים","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חתבורחקנה","חתבור","חקנה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חתםמיץ","חתם","מיץ","unrelated","word","word",0.13684884662305,-0.330048325575239,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חתםצלדן","חתם","צלדן","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חתםצלם","חתם","צלם","related","word","word",0.112232517307468,-0.841280703837712,0.515548452624236,0.194858999206842,7,7,7,0,1,6,7,0,0.857142857142857,FALSE,FALSE,FALSE
"חתןהקרוף","חתן","הקרוף","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חתןכלה","חתן","כלה","related","word","word",0.516920809419892,NA,NA,NA,NA,2,2,0,1,2,2,0,1,FALSE,FALSE,NA
"חתןמשפט","חתן","משפט","unrelated","word","word",0.131646079348762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טבוםבית קברות","טבום","בית קברות","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טבוםרשד","טבום","רשד","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טבחאנרגיה","טבח","אנרגיה","unrelated","word","word",0.0674199762462528,NA,NA,NA,NA,2,2,0,1,2,2,0,1,FALSE,FALSE,NA
"טבחקולדניסט","טבח","קולדניסט","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טבחשף","טבח","שף","related","word","word",0.331824077664895,-0.88723920718126,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"טבלהבעל חיצו","טבלה","בעל חיצו","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טבלהגלולה","טבלה","גלולה","related","word","word",0.283832900696511,-0.769982846973611,0.504015007336672,0.356392429507549,2,2,2,1,1,2,2,1,1,FALSE,FALSE,FALSE
"טבלהלצייד","טבלה","לצייד","unrelated","word","word",0.0394335253973516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טבםכור אטומי","טבם","כור אטומי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טבםמזרקדה","טבם","מזרקדה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טבעיחתימה","טבעי","חתימה","unrelated","word","word",0.124512616060115,-0.931657692944722,0.19962177204043,0.141153908682263,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"טבעימלאכותי","טבעי","מלאכותי","related","word","word",0.370498108031402,NA,NA,NA,NA,2,2,0,1,2,2,0,1,FALSE,FALSE,NA
"טבעיסיקה","טבעי","סיקה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טבעתברל תיב","טבעת","ברל תיב","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טבעתלחטוף","טבעת","לחטוף","unrelated","word","word",0.0881007931267872,0.154614541493759,2.8872230518139,1.09126773923893,7,7,7,0,1,6,7,0,0.857142857142857,FALSE,FALSE,FALSE
"טבעתשרשרת","טבעת","שרשרת","related","word","word",0.542657482311947,-0.542514362171271,0.320631268126005,0.130897167081702,6,6,7,0,0.857142857142857,7,7,0,1,FALSE,FALSE,FALSE
"טבקמלך","טבק","מלך","unrelated","word","word",0.100337025610974,-0.433474906359675,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"טבקסיגריה","טבק","סיגריה","related","word","word",0.406097816530362,-0.476811943824562,0.088368878472194,0.0624862332135383,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"טבקפתט","טבק","פתט","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טגיהטוץ","טגיה","טוץ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טגיהפוליטי","טגיה","פוליטי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טובכבפה","טוב","כבפה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טובלחלוטין","טוב","לחלוטין","unrelated","word","word",0.132299229576579,-0.475732389556311,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"טוברע","טוב","רע","related","word","word",0.573828767713432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טויההיח","טויה","היח","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טויהחוקר","טויה","חוקר","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טויתלמשוך","טוית","למשוך","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טויתלנרב","טוית","לנרב","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טוכסהל","טו","כסהל","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טול רעךאנכלי","טול רעך","אנכלי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טול רעךלהתראות","טול רעך","להתראות","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טומיתמסיבה","טומית","מסיבה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טומיתצוחה","טומית","צוחה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טונהלובסטר","טונה","לובסטר","related","word","word",0.380891903796132,-0.326987595573805,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"טונהפסבלית","טונה","פסבלית","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טונהשיר","טונה","שיר","unrelated","word","word",0.10358367920285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טוסטבייקון","טוסט","בייקון","related","word","word",0.498048964840472,0.0465224452938466,0.47971056749581,0.181313551840511,7,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"טוסטצבא","טוסט","צבא","unrelated","word","word",0.0466716881871412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טוסטקיליטיקה","טוסט","קיליטיקה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טופסאמיץ","טופס","אמיץ","unrelated","word","word",0.0298400818994048,-1.16294981863902,NA,NA,1,1,1,0,1,0,1,0,0,FALSE,FALSE,FALSE
"טופסחליון","טופס","חליון","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טופסלחתום","טופס","לחתום","related","word","word",0.515371990211084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טורבעבילה","טורב","עבילה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טורבתקיפה","טורב","תקיפה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טורהכפבה","טורה","כפבה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טורהלהצטרף","טורה","להצטרף","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טורהנישושלם","טורה","נישושלם","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טורהצרפתית","טורה","צרפתית","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טורנירלמשוך","טורניר","למשוך","unrelated","word","word",0.107582778275492,-0.506593834264247,0.765656576130041,0.312577988287504,6,6,7,0,0.857142857142857,6,7,0,0.857142857142857,FALSE,FALSE,FALSE
"טורנירמשחק","טורניר","משחק","related","word","word",0.5170803021103,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,FALSE,FALSE,NA
"טורנירשמוך","טורניר","שמוך","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טורצח","טו","רצח","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טושולהכר משטביה","טושול","הכר משטביה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טושולצבאי","טושול","צבאי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טושםהשפעה","טושם","השפעה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טושםספטלי","טושם","ספטלי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טיהלמתך","טיהל","מתך","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טיהלסיוע","טיהל","סיוע","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טיןטרץ","טין","טרץ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טיןרבע","טין","רבע","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טיעוןמעיד","טיעון","מעיד","related","word","word",0.146995428103225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טיעוןפחעיני","טיעון","פחעיני","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טיעוןרחמים","טיעון","רחמים","unrelated","word","word",0.121382943691222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טיפהלגימה","טיפה","לגימה","related","word","word",0.385544602061092,-0.123241960903496,0.951782367182535,0.359739920831621,7,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"טיפהמורה","טיפה","מורה","unrelated","word","word",0.0686320114427728,-0.322423736892638,1.21928631764819,0.460846910497259,7,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"טיפהנזרחה","טיפה","נזרחה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טיפוכףגבמלי","טיפוכף","גבמלי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טיפוכףמסעדה","טיפוכף","מסעדה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טיפוסיהושפה","טיפוסי","הושפה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טיפוסיקלאסי","טיפוסי","קלאסי","related","word","word",0.37950864858048,-0.998568924822654,0.649734446454437,0.45943163305842,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"טיפוסישלושה","טיפוסי","שלושה","unrelated","word","word",0.124164950551467,-1.05735019697074,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"טיפשאידיוט","טיפש","אידיוט","related","word","word",0.704993743817157,-0.787151641244314,0.441244452060885,0.312006944213194,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"טיפשחנות","טיפש","חנות","unrelated","word","word",0.119263009648575,0.225309091542513,0.704627788092516,0.498247087172696,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"טיפשמתלו","טיפש","מתלו","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טכוח מדאהטעים מאוד","טכוח מדאה","טעים מאוד","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טכוח מדאהיפליך","טכוח מדאה","יפליך","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טכנולוגיהאכזרי","טכנולוגיה","אכזרי","unrelated","word","word",0.139406380287142,2.30960389557967,4.04640709054529,2.8612418931659,2,2,2,1,1,2,2,1,1,FALSE,FALSE,FALSE
"טכנולוגיהישירט","טכנולוגיה","ישירט","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טכנולוגיהמדע","טכנולוגיה","מדע","related","word","word",0.436962670666089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טכנולוטהבדיחה","טכנולוטה","בדיחה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טכנולוטהימבקה","טכנולוטה","ימבקה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טכנימכני","טכני","מכני","related","word","word",0.424078649876727,0.0265393315316065,NA,NA,1,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"טכנינוגה","טכני","נוגה","unrelated","word","word",0.0919150081065862,-1.1912672684792,0.168868188691831,0.119407841350683,2,4,4,1,1,4,4,1,1,FALSE,FALSE,FALSE
"טכניספרוג","טכני","ספרוג","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טלסקופהוים","טלסקופ","הוים","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טלסקופחתך","טלסקופ","חתך","unrelated","word","word",0.144314924352117,1.82306072966331,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"טלסקופמיקרוסקופ","טלסקופ","מיקרוסקופ","related","word","word",0.506855309716389,-0.252477685681092,0.840812193173207,0.594544003497108,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"טלסקעונחישות","טלסקעו","נחישות","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טלסקעושרמי","טלסקעו","שרמי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טניוןגולגולת","טניון","גולגולת","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טניוןלשובק","טניון","לשובק","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טנקהסמץ","טנק","הסמץ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טנקמנוע","טנק","מנוע","related","word","word",0.404623163185133,-0.291850123403276,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"טנקתקשורת","טנק","תקשורת","unrelated","word","word",0.137214059198123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טנתעהבממה","טנתעה","בממה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טנתעהמתבגר","טנתעה","מתבגר","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טעווהאמרילה","טעווה","אמרילה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טעווההוראה","טעווה","הוראה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טעיםטביעת אצבע","טעים","טביעת אצבע","unrelated","word","word",NA,-0.41567575032291,NA,NA,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE
"טעיםטעים מאוד","טעים","טעים מאוד","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טעיםמשלקה","טעים","משלקה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טעםאמיתי","טעם","אמיתי","unrelated","word","word",0.133481879191675,-0.671674752124279,0.548666128097987,0.316772536752602,3,3,3,1,1,3,3,1,1,FALSE,FALSE,FALSE
"טעםהרבל","טעם","הרבל","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טעםריח","טעם","ריח","related","word","word",0.583739844135871,-1.11560611970793,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"טקוסבכבדות","טקוס","בכבדות","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טקוססודינל","טקוס","סודינל","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טקיוטמז","טקיו","טמז","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טקיותוכן","טקיו","תוכן","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טקןגולי","טקן","גולי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טקןמפורסם","טקן","מפורסם","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טקסטבסטסון","טקסט","בסטסון","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טקסטטפשות","טקסט","טפשות","unrelated","word","word",0.0759653499879938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טקסטשיר","טקסט","שיר","related","word","word",0.249045784389938,-0.596331970721563,0.400489004795886,0.179104127792968,5,5,5,1,1,5,5,1,1,FALSE,FALSE,FALSE
"טרוחבמהיג","טרוח","במהיג","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טרוחממונה","טרוח","ממונה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טרוןלרענן","טרון","לרענן","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טרוןמבוד","טרון","מבוד","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טריאהבה","טרי","אהבה","unrelated","word","word",0.0874239227604472,-0.77090265751296,0.330140736864111,0.124781469627722,7,7,7,0,1,4,7,0,0.571428571428571,FALSE,FALSE,FALSE
"טרילרענן","טרי","לרענן","related","word","word",0.231343452128111,-0.401831314127264,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"טרינפיר","טרי","נפיר","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טריקאידירן","טריק","אידירן","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טריקבדיחה","טריק","בדיחה","related","word","word",0.308944043695082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טריקביולוגי","טריק","ביולוגי","unrelated","word","word",0.114143221220606,-0.267617490143947,0.675324302426766,0.255248594077057,7,7,8,0,0.875,7,8,0,0.875,FALSE,FALSE,FALSE
"טרירדועי","טריר","דועי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טרירהוד מלכותו","טריר","הוד מלכותו","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טרמינלחסטור","טרמינל","חסטור","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טרמינללתת","טרמינל","לתת","unrelated","word","word",0.0987368509668739,-0.443549796146352,1.04644736332824,0.369975013382091,8,8,9,0,0.888888888888889,8,9,0,0.888888888888889,FALSE,FALSE,FALSE
"טרמינלשדה תעופה","טרמינל","שדה תעופה","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טרףטורף","טרף","טורף","related","word","word",0.581631789204851,-0.207142770960378,NA,NA,1,2,2,1,1,2,2,1,1,FALSE,FALSE,FALSE
"טרףטעוע","טרף","טעוע","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"טרףמכוער","טרף","מכוער","unrelated","word","word",0.131828021179511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"יבקמכירה","יבק","מכירה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"יבקנגבוק","יבק","נגבוק","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"יברפטימטיקה","יבר","פטימטיקה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"יברפסיכולוגי","יבר","פסיכולוגי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"יבשלא מסוגל","יבש","לא מסוגל","unrelated","word","word",NA,0.0286729044324184,0.722823572498201,0.511113449714964,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"יבשמזסי","יבש","מזסי","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"יבשרטוב","יבש","רטוב","related","word","word",0.554050269210779,-0.351162753311105,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"יבת חובהםבטיחות","יבת חובהם","בטיחות","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"יבת חובהםשבמחה","יבת חובהם","שבמחה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
