"word_combo","he_cue","he_target","type","cue_type","target_type","he_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"חוטףמלבודתי","חוטף","מלבודתי","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חוטףשלג","חוטף","שלג","unrelated","word","word",0.0723185369150514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חולגמועיין","חולג","מועיין","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חולגעבודה","חולג","עבודה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חוֹלִיאיידס","חוֹלִי","איידס","related","word","word",NA,-0.33988066738347,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"חוֹלִיבאטר","חוֹלִי","באטר","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חוֹלִימסעדה","חוֹלִי","מסעדה","unrelated","word","word",NA,NA,NA,NA,NA,1,2,0,0.5,2,2,0,1,FALSE,FALSE,NA
"חולצהחקנה","חולצה","חקנה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חולצהלאחרונה","חולצה","לאחרונה","unrelated","word","word",0.0984893393492037,-0.444246787891444,NA,NA,1,1,2,0,0.5,1,2,0,0.5,FALSE,FALSE,FALSE
"חולצהמעיל","חולצה","מעיל","related","word","word",0.539681031075079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חוםחבל","חום","חבל","unrelated","word","word",0.0504902791712284,-0.497853016948225,0.331090834003719,0.125140572592401,7,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"חוםטמפרטורה","חום","טמפרטורה","related","word","word",0.487788071017961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חוםיום ראזקן","חום","יום ראזקן","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חוםיומשלהודת","חום","יומשלהודת","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חוםכחול","חום","כחול","related","word","word",0.383600367998867,-0.638243376101615,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חומראכזבה","חומר","אכזבה","unrelated","word","word",0.0508221681763035,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,FALSE,FALSE,NA
"חומרחלקיק","חומר","חלקיק","related","word","word",0.396382460177866,0.453485663261509,0.428342859719363,0.161898383241094,7,7,8,0,0.875,7,8,0,0.875,FALSE,FALSE,FALSE
"חומרחרונה","חומר","חרונה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חוםתאגיד","חום","תאגיד","unrelated","word","word",0.0806862548824849,0.0440439484751746,0.455870688062396,0.172302924373857,7,7,8,0,0.875,5,8,0,0.625,FALSE,FALSE,FALSE
"חוסר יכולתטיל","חוסר יכולת","טיל","unrelated","word","word",NA,0.639381893147773,2.32179990726283,1.64176045898384,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"חוסר יכולתלא מסוגל","חוסר יכולת","לא מסוגל","related","word","word",NA,-0.911901022806703,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חוסר יכולתפרכיסור","חוסר יכולת","פרכיסור","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חועשןסקדול","חועשן","סקדול","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חועשןצג","חועשן","צג","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חוף יםחוף","חוף ים","חוף","related","word","word",NA,-0.707976591816654,NA,NA,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE
"חוף יםידידסוי","חוף ים","ידידסוי","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חוף יםמכני","חוף ים","מכני","unrelated","word","word",NA,0.94835132240122,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חופאעגבנייה","חופא","עגבנייה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חופאקלפיטירה","חופא","קלפיטירה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חופשגלוצה","חופש","גלוצה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חופשדמוקרטיה","חופש","דמוקרטיה","related","word","word",0.439043208703384,-0.0097281977202577,0.277340717099033,0.196109501759866,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"חופשקול","חופש","קול","unrelated","word","word",0.135918843181169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חוקחוקה","חוק","חוקה","related","word","word",0.599477238231791,0.0994895325144177,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חוקילדות","חוק","ילדות","unrelated","word","word",0.104385864126013,-0.0832242717136106,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חוקתוח","חוק","תוח","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חורס יכוקדהמוק","חורס יכוקד","המוק","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חורס יכוקדלזכור","חורס יכוקד","לזכור","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חושךאור","חושך","אור","related","word","word",0.490635009816126,-0.851511608642938,0.0245353606015948,0.0173491198602449,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"חושךלאכול","חושך","לאכול","unrelated","word","word",0.0813989826872573,-0.195364103619878,NA,NA,1,2,3,0,0.666666666666667,3,3,0,1,FALSE,FALSE,FALSE
"חושךלליא","חושך","לליא","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חושסבייקון","חושס","בייקון","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חושסיםדולר","חושסים","דולר","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חושסיםמוגוע","חושסים","מוגוע","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חושספשורגל","חושס","פשורגל","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חותודקישה","חותו","דקישה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חותוסנט","חותו","סנט","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חותמתחתימה","חותמת","חתימה","related","word","word",0.428057232550083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חותמתיושיר","חותמת","יושיר","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חותמתמרפאה","חותמת","מרפאה","unrelated","word","word",0.0947249806819057,-0.493953279087317,NA,NA,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE
"חזיתבאמת","חזית","באמת","unrelated","word","word",0.149163564817885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חזיתלא הזיש","חזית","לא הזיש","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חזיתעורף","חזית","עורף","related","word","word",0.312991293269127,-0.216070145432431,NA,NA,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE
"חזקחלש","חזק","חלש","related","word","word",0.493072738106839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חזקמשטח","חזק","משטח","unrelated","word","word",0.114302034051511,-0.67312380113514,0.598851258587433,0.423451785869272,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"חזקערעס","חזק","ערעס","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חטאיום הולדת","חטא","יום הולדת","unrelated","word","word",NA,-0.726814115223665,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"חטאלחלובטן","חטא","לחלובטן","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חטאפשע","חטא","פשע","related","word","word",0.486954516325644,-0.562437988391448,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חטיףאבטיפוס","חטיף","אבטיפוס","unrelated","word","word",0.125022201403053,NA,NA,NA,NA,1,1,1,1,2,2,0,1,FALSE,FALSE,NA
"חטיףארוחת צהריים","חטיף","ארוחת צהריים","related","word","word",NA,-0.954879483125075,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חטיףורר","חטיף","ורר","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חידמגרך","חיד","מגרך","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חידתבוסה","חיד","תבוסה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיהאף","חיה","אף","unrelated","word","word",0.119688132655721,-0.363526659455991,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חיהבעל חיים","חיה","בעל חיים","related","word","word",NA,NA,NA,NA,NA,1,1,0,1,1,1,0,1,FALSE,FALSE,NA
"חיהירוקטריה","חיה","ירוקטריה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיוביגלקסיה","חיובי","גלקסיה","unrelated","word","word",0.0671339800283997,0.72968221959135,1.92025892232214,1.35782810560796,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"חיובירהן","חיובי","רהן","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיובישלילי","חיובי","שלילי","related","word","word",0.653277474195741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיוךדציש","חיוך","דציש","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיוךכתובת","חיוך","כתובת","unrelated","word","word",0.0779229071578528,-0.0661767588418265,NA,NA,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE
"חיוךצחוק","חיוך","צחוק","related","word","word",0.376492153194748,-0.705090723799881,0.229719806249818,0.162436432772106,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"חיילהגדן","חיילה","גדן","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיילהמטען","חיילה","מטען","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חייללוחם","חייל","לוחם","related","word","word",0.561761568935157,-0.705250573391077,0.151939670583732,0.107437571401007,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"חייללשפיר","חייל","לשפיר","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיילפעילות","חייל","פעילות","unrelated","word","word",0.0486902035444931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיישיאיטירור","חיישי","איטירור","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיישימפה","חיישי","מפה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיישןליח רום","חיישן","ליח רום","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיישןמשדר","חיישן","משדר","related","word","word",0.433151648586143,-1.12610645493737,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חיישןקוניאק","חיישן","קוניאק","unrelated","word","word",0.102659859149173,-0.0477501611051831,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חיל פרשיםארטילריה","חיל פרשים","ארטילריה","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיל פרשיםחרהרה","חיל פרשים","חרהרה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיל פרשיםמבטא","חיל פרשים","מבטא","unrelated","word","word",NA,0.233973504974216,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חימת","חי","מת","related","word","word",0.427917379154652,-1.18578520116818,0.182591564873166,0.129111733709279,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"חיסנטימטר","חי","סנטימטר","unrelated","word","word",0.105387955120576,0.236178453471503,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חיףדקה","חיף","דקה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיףחתג","חיף","חתג","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חיקנין","חי","קנין","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חירגןאחינה","חירגן","אחינה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חירגןשלילי","חירגן","שלילי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חכםאינטליגנטי","חכם","אינטליגנטי","related","word","word",0.535599944156125,-0.498567366171623,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חכםמזל רע","חכם","מזל רע","unrelated","word","word",NA,-0.0299703628762314,0.364010934884231,0.128697300241347,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"חכםסרביבה","חכם","סרביבה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלבולמנזה","חלבול","מנזה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלבולקרב","חלבול","קרב","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלבוןויטמין","חלבון","ויטמין","related","word","word",0.514702394611797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלבוןלקבור","חלבון","לקבור","unrelated","word","word",0.0575805262292871,NA,NA,NA,NA,1,1,0,1,1,1,0,1,FALSE,FALSE,NA
"חלבוןממוס","חלבון","ממוס","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלבמיץ","חלב","מיץ","related","word","word",0.451848319024797,-0.927525940079082,0.147924500360198,0.104598417308328,2,2,2,1,1,2,2,1,1,FALSE,FALSE,FALSE
"חלבסיט","חלב","סיט","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלבעדות","חלב","עדות","unrelated","word","word",0.0666762696674169,-0.617508371211439,NA,NA,1,1,2,0,0.5,2,2,0,1,FALSE,FALSE,FALSE
"חלודימשה","חלוד","ימשה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלודמאובק","חלוד","מאובק","related","word","word",0.349514182975858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלודעליון","חלוד","עליון","unrelated","word","word",0.110144409585979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלוןדלת","חלון","דלת","related","word","word",0.45551641849308,1.55588397822939,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חלוןנמלה","חלון","נמלה","unrelated","word","word",0.11269443784591,-0.0663296382934347,0.482391763259487,0.160797254419829,9,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"חלוןעויפ","חלון","עויפ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלחוןגקס","חלחון","גקס","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלחוןעותק","חלחון","עותק","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלטומיהצנוע","חלטומיה","צנוע","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלטומיהקטגוב","חלטומיה","קטגוב","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלימןזהזריות","חלימן","זהזריות","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלימןנוצרי","חלימן","נוצרי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלק עליוןאשה","חלק עליון","אשה","unrelated","word","word",NA,0.206450273342872,0.527211051113495,0.37279450935884,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"חלק עליוןמדא","חלק עליון","מדא","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חלק עליוןתחתית","חלק עליון","תחתית","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חמורסוס","חמור","סוס","related","word","word",0.326027409559743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חמורסיגריה","חמור","סיגריה","unrelated","word","word",0.12811122478142,NA,NA,NA,NA,0,1,0,0,0,1,0,0,FALSE,FALSE,NA
"חמורעועת","חמור","עועת","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חמיםבניין","חמים","בניין","unrelated","word","word",0.0672874831547804,-0.636619890387491,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חמיםחלקיע","חמים","חלקיע","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חמיםקריר","חמים","קריר","related","word","word",0.509311776934174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חמךזקדרה","חמך","זקדרה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חמךמשימה","חמך","משימה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חמלהבותוויש","חמלהבות","וויש","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חמלהבותרחמים","חמלהבות","רחמים","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חםקר","חם","קר","related","word","word",0.643476222390309,-0.263585034508322,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חםרגטר","חם","רגטר","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חםתהליך","חם","תהליך","unrelated","word","word",0.125823049109832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חןדורגן","חן","דורגן","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חןיופי","חן","יופי","related","word","word",0.225968615348537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חןשמש","חן","שמש","unrelated","word","word",0.085764600784238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חססציוניטיקבר","חססציוני","טיקבר","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חססציוניקמפינג","חססציוני","קמפינג","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חסר ישעחסר אונים","חסר ישע","חסר אונים","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חסר ישעידקוד","חסר ישע","ידקוד","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חסר ישעמשחק","חסר ישע","משחק","unrelated","word","word",NA,-0.748373085723629,0.150978380615479,0.0871674086901605,3,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"חסר מזלוחה","חסר מזל","וחה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חסר מזלמזל רע","חסר מזל","מזל רע","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חסר מזלמשהו","חסר מזל","משהו","unrelated","word","word",NA,-1.21066281012419,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חסר תועלתהקיב","חסר תועלת","הקיב","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חסר תועלתחסר ערך","חסר תועלת","חסר ערך","related","word","word",NA,-0.44139968347116,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חסר תועלתקהילה","חסר תועלת","קהילה","unrelated","word","word",NA,-0.42215522752579,0.143872437264987,0.101733176015908,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"חסר תוקותלבים","חסר תוקות","לבים","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חסר תוקותפגישה","חסר תוקות","פגישה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חף מפשעאשם","חף מפשע","אשם","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חף מפשעלבטא","חף מפשע","לבטא","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חף מפשעמדליטי","חף מפשע","מדליטי","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חפםאימפת","חפם","אימפת","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חפםמשרת","חפם","משרת","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חפץגמט","חפץ","גמט","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חפץקריר","חפץ","קריר","unrelated","word","word",0.0210381668235013,-0.713536713975458,0.74871282224359,0.334834553232477,5,5,6,0,0.833333333333333,3,6,0,0.5,FALSE,FALSE,FALSE
"חפץתליון","חפץ","תליון","related","word","word",0.311803422586723,0.0233986569174658,0.943459053279755,0.667126294345955,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"חצאיתגקס","חצאית","גקס","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חצאיתחוקר","חצאית","חוקר","unrelated","word","word",0.0822423071976249,-0.540028500570686,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"חצאיתשמלה","חצאית","שמלה","related","word","word",0.526992002664006,-0.602775992037568,0.187923157230102,0.132881738819391,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"חצותלשלוח","חצות","לשלוח","unrelated","word","word",0.0465682898524463,-0.669205082909049,0.446942326994773,0.148980775664924,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"חצותצהריים","חצות","צהריים","related","word","word",0.376160529179546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חצותשמרוח","חצות","שמרוח","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חציבותא","חצי","בותא","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חצילהתנגד","חצי","להתנגד","unrelated","word","word",0.0900293976382448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חצירבע","חצי","רבע","related","word","word",0.537860436181584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חקזריגזדה","חקזרי","גזדה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חקזרימיונז","חקזרי","מיונז","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חקלאיסביב","חקלאי","סביב","unrelated","word","word",0.11215183114282,-0.91950894891702,0.346836149996399,0.245250193623088,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"חקלאיעובד","חקלאי","עובד","related","word","word",0.206248345945982,NA,NA,NA,NA,1,1,0,1,1,1,0,1,FALSE,FALSE,NA
"חקלאיצנדך","חקלאי","צנדך","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"חרבגולג","חרב","גולג","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
