"word_combo","ur_cue","ur_target","type","cue_type","target_type","ur_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"اؤنسصاد","اؤن","سصاد","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اؤنکارٹیل","اؤن","کارٹیل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اؤنیکیانجام","اؤنیکی","انجام","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اؤنیکیگذچ خمگ","اؤنیکی","گذچ خمگ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ائدچسگ مغقوب","ائد","چسگ مغقوب","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ائدرکھنا","ائد","رکھنا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ائیاچاچس","ائیا","چاچس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ائیامد‏عی","ائیا","مد‏عی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ابدیمکم","ابدی","مکم","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ابدیمیٹر","ابدی","میٹر","unrelated","word","word",0.0977602428306073,-0.172371015368364,0.188439215630564,0.0942196078152818,4,5,6,0,0.833333333333333,6,6,0,1,FALSE,FALSE,FALSE
"ابدیہمیشہ کے لئے","ابدی","ہمیشہ کے لئے","related","word","word",NA,-0.651271799459307,0.168050586559958,0.0751545070413557,5,6,7,0,0.857142857142857,5,6,1,0.833333333333333,FALSE,FALSE,FALSE
"ابنسڈیپریشن","ابنس","ڈیپریشن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ابنسیمپ","ابنس","یمپ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ابھی ابھیحال ہی میں","ابھی ابھی","حال ہی میں","related","word","word",NA,-0.230540892058438,0.347589790425701,0.115863263475234,9,12,14,1,0.857142857142857,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"ابھی ابھیمدد","ابھی ابھی","مدد","unrelated","word","word",NA,-0.675245305808707,0.631142718859608,0.144794070024239,19,29,31,1,0.935483870967742,28,31,1,0.903225806451613,FALSE,FALSE,FALSE
"ابھی ابھینجتان","ابھی ابھی","نجتان","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ابھیجاننا","ابھی","جاننا","related","word","word",0.199768916082339,-0.682226107981167,0.603433709464099,0.181942109104068,11,17,18,1,0.944444444444444,14,18,1,0.777777777777778,FALSE,FALSE,FALSE
"ابھیجج","ابھی","جج","unrelated","word","word",0.0461947663578757,-0.605749441278171,0.335279969836672,0.0967869904195462,12,22,23,2,0.956521739130435,23,24,1,0.958333333333333,FALSE,FALSE,FALSE
"ابھینمنیش رکوص","ابھی","نمنیش رکوص","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اتاہدہجوجت","اتاہدہ","جوجت","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اتاہدہسورج","اتاہدہ","سورج","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اتتسادہ","اتت","سادہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اتتگپیط","اتت","گپیط","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اتخام کرٹاجہاخ کا شاگان","اتخام کرٹا","جہاخ کا شاگان","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اتخام کرٹاجہنم","اتخام کرٹا","جہنم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اتنامصدر","اتنام","صدر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اتنامطاضو","اتنام","طاضو","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اثر و رسوخاثر","اثر و رسوخ","اثر","related","word","word",NA,-0.59038422591778,0.388847515113529,0.137478357392157,8,23,27,0,0.851851851851852,19,27,0,0.703703703703704,FALSE,FALSE,FALSE
"اثر و رسوخپسمار","اثر و رسوخ","پسمار","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اثر و رسوختین گنا","اثر و رسوخ","تین گنا","unrelated","word","word",NA,-0.0473670845818687,0.835400575481285,0.264176857713627,10,12,17,0,0.705882352941177,12,17,0,0.705882352941177,FALSE,FALSE,FALSE
"اٹرورفوصججغ","اٹرورفوص","ججغ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اٹرورفوصگال","اٹرورفوص","گال","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اٹلاگٹن","اٹلا","گٹن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اٹلانفسیات","اٹلا","نفسیات","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اجازت دیناجہنم","اجازت دینا","جہنم","unrelated","word","word",NA,-0.481190772323039,0.504191531253058,0.107493995643584,22,36,38,2,0.947368421052632,34,38,2,0.894736842105263,FALSE,FALSE,FALSE
"اجازت دینالکوؤں","اجازت دینا","لکوؤں","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اجازت دینامزاحم نہ ہونا","اجازت دینا","مزاحم نہ ہونا","related","word","word",NA,0.658378083810568,1.05483814333689,0.745883204207743,2,4,7,0,0.571428571428571,5,7,0,0.714285714285714,FALSE,FALSE,FALSE
"اجازتگوھف","اجازت","گوھف","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اجازتمنظوری","اجازت","منظوری","related","word","word",0.381135905105881,-0.71545664918129,0.263019913589307,0.0876733045297691,9,17,19,1,0.894736842105263,18,19,1,0.947368421052632,FALSE,FALSE,FALSE
"اجازتمنہ پھٹ","اجازت","منہ پھٹ","unrelated","word","word",NA,0.296210862125125,1.36043436733007,0.453478122443356,9,12,15,2,0.8,14,16,1,0.875,FALSE,FALSE,FALSE
"اجپنتجراہ طینا","اجپنت","جراہ طینا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اجپنتلڑکیاں","اجپنت","لڑکیاں","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اجداٹیاٹٹ","اجدا","ٹیاٹٹ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اجداکشتی","اجدا","کشتی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اچانکبمجھما","اچانک","بمجھما","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اچانکبوسٹن","اچانک","بوسٹن","unrelated","word","word",0.0791459838197186,0.180838960427743,0.674759469258499,0.255035107206275,7,13,20,0,0.65,18,20,0,0.9,FALSE,FALSE,FALSE
"اچانکغیر متوقع طور پر","اچانک","غیر متوقع طور پر","related","word","word",NA,-0.190489519091221,0.467454310708627,0.176681122202878,7,17,18,0,0.944444444444444,17,18,0,0.944444444444444,FALSE,FALSE,FALSE
"اچھااپارٹمنٹ","اچھا","اپارٹمنٹ","unrelated","word","word",0.116053024141521,-0.345855237081159,0.283143430741367,0.0853709565111905,11,25,27,0,0.925925925925926,25,27,0,0.925925925925926,FALSE,FALSE,FALSE
"اچھابرا","اچھا","برا","related","word","word",0.439182186982076,-0.911423329456458,0.337322927494711,0.0901533445277712,14,27,31,0,0.870967741935484,27,31,0,0.870967741935484,FALSE,FALSE,FALSE
"اچھاپیارا","اچھا","پیارا","related","word","word",0.323457373099515,-0.646045364830739,0.600353680810944,0.150088420202736,16,25,30,2,0.833333333333333,25,30,2,0.833333333333333,FALSE,FALSE,FALSE
"اچھاغغر","اچھا","غغر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اچھامکمل طور پر","اچھا","مکمل طور پر","unrelated","word","word",NA,-0.677497009918015,0.267073927102068,0.089024642367356,9,13,14,1,0.928571428571429,12,14,1,0.857142857142857,FALSE,FALSE,FALSE
"اچھاہیتسوارٹر","اچھا","ہیتسوارٹر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احاراجٹھنڈا","احاراج","ٹھنڈا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احاراجشواھی","احاراج","شواھی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احتجاجبچ جانا","احتجاج","بچ جانا","unrelated","word","word",NA,-0.0255369099184683,0.583410026202014,0.145852506550504,16,29,34,1,0.852941176470588,35,35,0,1,FALSE,FALSE,FALSE
"احتجاجچوگزبہ کرما","احتجاج","چوگزبہ کرما","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احتجاجمظاہرہ","احتجاج","مظاہرہ","related","word","word",0.372916658045212,-0.599776172591507,0.651142480366479,0.153475754461922,18,22,25,0,0.88,23,24,1,0.958333333333333,FALSE,FALSE,FALSE
"احتراماعتماد","احترام","اعتماد","related","word","word",0.327559507574425,-0.836990354927372,0.471475554048266,0.130763791172986,13,24,25,0,0.96,21,25,0,0.84,FALSE,FALSE,FALSE
"احترامپروفیسر","احترام","پروفیسر","unrelated","word","word",0.090872822350201,-0.759214512865191,0.376175414086891,0.0841153797362421,20,25,26,1,0.961538461538462,26,27,0,0.962962962962963,FALSE,FALSE,FALSE
"احترامپیرالباف","احترام","پیرالباف","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احساس کرنابباطا","احساس کرنا","بباطا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"احساس کرناسمجھنا","احساس کرنا","سمجھنا","related","word","word",NA,-0.615027856162741,0.682019553638957,0.182277392914105,14,20,25,0,0.8,20,25,0,0.8,FALSE,FALSE,FALSE
"احساس کرناوزارت","احساس کرنا","وزارت","unrelated","word","word",NA,-0.461413985891725,0.585599940463016,0.142028847581437,17,27,27,0,1,24,27,0,0.888888888888889,FALSE,FALSE,FALSE
"اداسالمناک","اداس","المناک","related","word","word",0.27873260875069,-0.132670541614388,0.545243434090516,0.116246290736291,22,28,41,0,0.682926829268293,33,41,0,0.804878048780488,FALSE,FALSE,FALSE
"اداستوانائی","اداس","توانائی","unrelated","word","word",0.102900901845005,-0.572705103811828,0.45269446209323,0.143154558435936,10,17,18,0,0.944444444444444,15,18,0,0.833333333333333,FALSE,FALSE,FALSE
"اداسفافل ففزت","اداس","فافل ففزت","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ادھارٹرانسمیٹر","ادھار","ٹرانسمیٹر","unrelated","word","word",0.110036433927365,0.399552070815911,0.816577681440189,0.198049178358816,17,37,46,0,0.804347826086957,35,46,0,0.760869565217391,FALSE,FALSE,FALSE
"ادھارقرض","ادھار","قرض","related","word","word",0.516383987836306,-0.868248769533525,0.32140834050262,0.113635008549659,8,12,12,0,1,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"ادھارنوانسیسی","ادھار","نوانسیسی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اذالتخخریخ","اذالت","خخریخ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اذالتدو کوڑی کا","اذالت","دو کوڑی کا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارب پتیاسآزمال","ارب پتی","اسآزمال","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارب پتیعنصر","ارب پتی","عنصر","unrelated","word","word",NA,-0.132926051356457,0.546453832338178,0.172803874631642,10,19,23,0,0.826086956521739,19,22,1,0.863636363636364,FALSE,FALSE,FALSE
"ارب پتیکاروبار کرنے والا","ارب پتی","کاروبار کرنے والا","related","word","word",NA,-0.0668782722414093,0.573438711551924,0.139079316326275,17,23,25,0,0.92,21,25,0,0.84,FALSE,FALSE,FALSE
"ارتعاشچیلنج","ارتعاش","چیلنج","unrelated","word","word",0.12801495449994,0.040640306509551,0.980180217671822,0.309960200528258,10,14,18,0,0.777777777777778,5,17,1,0.294117647058824,FALSE,FALSE,FALSE
"ارتعاشدباؤ","ارتعاش","دباؤ","related","word","word",0.33529104299895,-0.657026676819079,0.389321943093552,0.097330485773388,16,25,25,1,1,15,24,2,0.625,FALSE,FALSE,FALSE
"ارتعاشصصاصی","ارتعاش","صصاصی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارتقاءضام وچوگد","ارتقاء","ضام وچوگد","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ارتقاءکزن","ارتقاء","کزن","unrelated","word","word",0.0151114285361965,-0.347682904458963,0.773588675586222,0.199739737157339,15,21,24,0,0.875,18,24,0,0.75,FALSE,FALSE,FALSE
"ارتقاءمیوٹیشن","ارتقاء","میوٹیشن","related","word","word",0.229930122879487,1.33123577141825,1.92142269786457,0.859286353187244,5,8,10,0,0.8,7,10,0,0.7,FALSE,FALSE,FALSE
"اڑن طشتریخلائی مخلوق","اڑن طشتری","خلائی مخلوق","related","word","word",NA,-0.298763659623102,0.38938586480651,0.107996207807751,13,19,21,1,0.904761904761905,6,20,2,0.3,FALSE,FALSE,FALSE
"اڑن طشتریڈاطر","اڑن طشتری","ڈاطر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اڑن طشتریسنک","اڑن طشتری","سنک","unrelated","word","word",NA,0.538480394023359,1.04115135906718,0.736205186237991,2,10,24,1,0.416666666666667,8,23,2,0.347826086956522,FALSE,FALSE,FALSE
"اساتقاقخانٹر","اساتقاق","خانٹر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اساتقاقدھونا","اساتقاق","دھونا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسپرینخوپھا","اسپرین","خوپھا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسپرینمدار","اسپرین","مدار","unrelated","word","word",NA,-0.182707801840163,0.695755423454637,0.245986688986046,8,14,16,0,0.875,13,16,0,0.8125,FALSE,FALSE,FALSE
"اسپرینمورفین","اسپرین","مورفین","related","word","word",NA,0.559770344451024,1.1497079423756,0.383235980791867,9,17,19,0,0.894736842105263,12,18,1,0.666666666666667,FALSE,FALSE,FALSE
"استحقاقڑڑائی","استحقاق","ڑڑائی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استحقاقطوفان","استحقاق","طوفان","unrelated","word","word",0.138826622928403,-0.68547013077129,0.419855164819139,0.13995172160638,9,18,18,0,1,11,17,1,0.647058823529412,FALSE,FALSE,FALSE
"استحقاقوقار","استحقاق","وقار","related","word","word",0.215421946790876,-0.458277992505613,0.930146256564964,0.268510095806752,12,20,21,1,0.952380952380952,16,21,1,0.761904761904762,FALSE,FALSE,FALSE
"استعدادسوگیط","استعداد","سوگیط","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استعدادطنزیہ","استعداد","طنزیہ","unrelated","word","word",0.103873571394101,0.0189619463586038,1.20555448797426,0.363488354630878,11,25,27,1,0.925925925925926,24,26,2,0.923076923076923,FALSE,FALSE,FALSE
"استعدادقابلیت","استعداد","قابلیت","related","word","word",0.480437855289957,-0.691458939601423,0.240514527668237,0.0694305636466362,12,19,22,1,0.863636363636364,11,23,0,0.478260869565217,FALSE,FALSE,FALSE
"استعفیبرطرفی","استعفی","برطرفی","related","word","word",0.430673129013072,0.0369256770463068,1.0547322593644,0.430592641782603,6,10,12,0,0.833333333333333,10,12,0,0.833333333333333,FALSE,FALSE,FALSE
"استعفیتازگی بخشنا","استعفی","تازگی بخشنا","unrelated","word","word",NA,0.327378624911314,0.667971217824036,0.157442325920271,18,28,33,0,0.848484848484849,25,33,0,0.757575757575758,FALSE,FALSE,FALSE
"استعفیقجالیص","استعفی","قجالیص","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استقبالپارٹی","استقبال","پارٹی","related","word","word",0.0866660372241975,-0.457796310683014,0.430680368523226,0.162781878524301,7,11,12,0,0.916666666666667,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"استقبالدلکش","استقبال","دلکش","unrelated","word","word",0.129326376371546,-0.583507548742288,0.363060007810044,0.0970318685760469,14,27,29,1,0.931034482758621,23,30,0,0.766666666666667,FALSE,FALSE,FALSE
"استقبالگورن","استقبال","گورن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استقڈیلبلیک میل","استقڈیل","بلیک میل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استقڈیلقاجنجی","استقڈیل","قاجنجی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استمینرفنگر","استمین","رفنگر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"استمینگواہی","استمین","گواہی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسثقفیبایاں","اسثقفی","بایاں","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسثقفیگطو","اسثقفی","گطو","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسٹیڈیمبیس بال","اسٹیڈیم","بیس بال","related","word","word",NA,0.0679143569537764,0.267104353481675,0.100955956202172,7,10,13,1,0.769230769230769,10,13,1,0.769230769230769,FALSE,FALSE,FALSE
"اسٹیڈیمتوڑنا","اسٹیڈیم","توڑنا","unrelated","word","word",0.0272412832912487,-0.722374457319261,0.615437204317026,0.177661417790873,12,17,19,0,0.894736842105263,17,18,1,0.944444444444444,FALSE,FALSE,FALSE
"اسٹیڈیمججوزک","اسٹیڈیم","ججوزک","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسٹیرامعلم","اسٹیرام","علم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسٹیرامویسایس","اسٹیرام","ویسایس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسہالتحلک","اسہال","تحلک","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اسہالدروازہ","اسہال","دروازہ","unrelated","word","word",0.14108318626597,-0.818444341143421,0.328226692250278,0.098964071306693,11,17,21,1,0.80952380952381,9,22,0,0.409090909090909,FALSE,FALSE,FALSE
"اسہالمتلی","اسہال","متلی","related","word","word",0.486864067552239,0.364759009469373,1.07974531757356,0.40810536994087,7,12,19,0,0.631578947368421,10,19,0,0.526315789473684,FALSE,FALSE,FALSE
"اشارہارد گرد","اشارہ","ارد گرد","unrelated","word","word",NA,-0.46863012761061,0.398321198249107,0.093885206790765,18,32,35,3,0.914285714285714,32,35,3,0.914285714285714,FALSE,FALSE,FALSE
"اشارہعمل","اشارہ","عمل","related","word","word",0.184687952954165,-0.956096770796572,0.300710973385586,0.0751777433463964,16,24,28,0,0.857142857142857,25,28,0,0.892857142857143,FALSE,FALSE,FALSE
"اشارہگقاق","اشارہ","گقاق","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشاکزچاکلہو","اشاکز","چاکلہو","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشاکزحال ہی میں","اشاکز","حال ہی میں","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشتہاراتغدار","اشتہارات","غدار","unrelated","word","word",0.140238172102068,-0.335856186602535,0.628128530618197,0.237410269057167,7,13,15,0,0.866666666666667,12,15,0,0.8,FALSE,FALSE,FALSE
"اشتہاراتلکبیا","اشتہارات","لکبیا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"اشتہاراتمارکیٹنگ","اشتہارات","مارکیٹنگ","related","word","word",0.321247566551569,-0.22030727327782,0.448603433258583,0.124420206227924,13,21,23,2,0.91304347826087,22,24,1,0.916666666666667,FALSE,FALSE,FALSE
"اشکماراتبندرگاہ","اشکمارات","بندرگاہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
