"word_combo","ur_cue","ur_target","type","cue_type","target_type","ur_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"ھرغیعہاضافی","ھرغیعہ","اضافی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھرغیعہروپو","ھرغیعہ","روپو","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھرھنجہاسٹرابیری","ھرھنجہ","اسٹرابیری","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھرھنجہچونگیکرسٹے","ھرھنجہ","چونگیکرسٹے","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھڑوفوکاخوفناک","ھڑوفوکا","خوفناک","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھڑوفوکاصلیل","ھڑوفوکا","صلیل","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھشہوڑشحطیپبتانا","ھشہوڑشحطیپ","بتانا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھشہوڑشحطیپچشلگ","ھشہوڑشحطیپ","چشلگ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھشہومروح","ھشہوم","روح","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھشہومطانا","ھشہوم","طانا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھکنٹخاموشی","ھکنٹ","خاموشی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھکنٹکارلاب کوصا","ھکنٹ","کارلاب کوصا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھلاصحمل","ھلاص","حمل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھلاصگورن","ھلاص","گورن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھھاڑمااسڈیل","ھھاڑما","اسڈیل","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھھاڑمانیند","ھھاڑما","نیند","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھواآکسیجن","ھوا","آکسیجن","related","word","word",0.10851803231289,-0.480959483949544,0.783096218514994,0.276866323216747,8,16,17,0,0.941176470588235,14,17,0,0.823529411764706,FALSE,FALSE,FALSE
"ھواڑافی","ھوا","ڑافی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھوامذاق","ھوا","مذاق","unrelated","word","word",0.122600067743403,-0.802866011889432,NA,NA,1,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"ھوزکیؤلنگ","ھوز","کیؤلنگ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھوزمایوسی","ھوز","مایوسی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھوگ میص ممگواجڈض","ھوگ میص ممگوا","جڈض","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھوگ میص ممگواسوچنا","ھوگ میص ممگوا","سوچنا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھیاراایمرجنسی","ھیارا","ایمرجنسی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھیارامیرکین","ھیارا","میرکین","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھیاںحساس","ھیاں","حساس","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھیاںووھذا","ھیاں","ووھذا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھیخام بیڈپلشی","ھیخام بیڈ","پلشی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھیخام بیڈسائنس","ھیخام بیڈ","سائنس","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھینکاڑیپریس","ھینکاڑی","پریس","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھینکاڑیسائنیبان","ھینکاڑی","سائنیبان","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھیوہحملہ","ھیوہ","حملہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ھیوہغرخام","ھیوہ","غرخام","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہاتھبازو","ہاتھ","بازو","related","word","word",0.286909279775445,-0.848247768084579,0.344786984003264,0.0921481975399515,14,21,21,0,1,18,21,0,0.857142857142857,FALSE,FALSE,FALSE
"ہاتھپلاستش","ہاتھ","پلاستش","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہاتھخوشگوار","ہاتھ","خوشگوار","unrelated","word","word",0.147422882500002,-0.424065996558921,0.852192141328475,0.269486817069409,10,15,16,0,0.9375,16,16,0,1,FALSE,FALSE,FALSE
"ہارا ہواسینیٹ","ہارا ہوا","سینیٹ","unrelated","word","word",NA,-0.0120776695773882,0.486397653897189,0.162132551299063,9,18,24,2,0.75,19,24,2,0.791666666666667,FALSE,FALSE,FALSE
"ہارا ہواطیاپہ چے طجاپہ","ہارا ہوا","طیاپہ چے طجاپہ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہارا ہوافاتح","ہارا ہوا","فاتح","related","word","word",NA,-0.398624322176861,0.620849831761027,0.119482605831188,27,43,47,0,0.914893617021277,42,47,0,0.893617021276596,FALSE,FALSE,FALSE
"ہاراأمواپورط","ہاراأموا","پورط","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہاراأمواترقی","ہاراأموا","ترقی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہارموناشتراکیت پسند","ہارمون","اشتراکیت پسند","unrelated","word","word",NA,1.50485647957237,1.51919136641882,0.506397122139608,9,15,19,2,0.789473684210526,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"ہارمونایڈرینالن","ہارمون","ایڈرینالن","related","word","word",NA,1.09133417544853,1.69661591973565,0.692640548805855,6,14,22,1,0.636363636363636,22,23,0,0.956521739130435,FALSE,FALSE,FALSE
"ہارمونکمپیامر","ہارمون","کمپیامر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہارنسلموت","ہارن","سلموت","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہارنسیٹی","ہارن","سیٹی","related","word","word",0.21874305079068,-0.306392508014182,0.687422027400304,0.190656566744247,13,26,28,0,0.928571428571429,26,28,0,0.928571428571429,FALSE,FALSE,FALSE
"ہارنشوخ","ہارن","شوخ","unrelated","word","word",0.105750318988147,-0.151487285516872,1.25749050880553,0.336078475076453,14,21,28,2,0.75,27,30,0,0.9,FALSE,FALSE,FALSE
"ہاناطیسیپجسص","ہاناطیسی","پجسص","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہاناطیسیرویہ","ہاناطیسی","رویہ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہانگونشپائتر","ہانگون","شپائتر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہانگونمہیا کرنا","ہانگون","مہیا کرنا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہترجوڈیو","ہتر","جوڈیو","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہتردل سوز","ہتر","دل سوز","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہڈیآرجدب","ہڈی","آرجدب","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ہڈیکھوپڑی","ہڈی","کھوپڑی","related","word","word",0.548184588954498,-0.140621792626636,0.590308392550001,0.139137022454479,18,35,39,1,0.897435897435897,36,39,1,0.923076923076923,FALSE,FALSE,FALSE
