"word_combo","fa_cue","fa_target","type","cue_type","target_type","fa_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"در حقیقتامن","در حقیقت","امن","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"در حقیقتواقعا","در حقیقت","واقعا","related","word","word",NA,-0.415734028334135,0.0680487853173289,0.0277808002739419,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"در حقیقتوایکون","در حقیقت","وایکون","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"در نظر گرفتنفکر کردن","در نظر گرفتن","فکر کردن","related","word","word",NA,-0.333135055372512,1.00033993948949,0.408387070179307,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"در نظر گرفتنمیس همدور","در نظر گرفتن","میس همدور","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"در نظر گرفتننور","در نظر گرفتن","نور","unrelated","word","word",NA,-0.606645872255064,0.265309420259546,0.132654710129773,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"درآغقیقتپدر","درآغقیقت","پدر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درآغقیقتمتصلرم","درآغقیقت","متصلرم","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دراماتیکبسته بندی","دراماتیک","بسته بندی","unrelated","word","word",NA,0.806629057177664,2.57316260083062,1.15075329852348,5,5,5,0,1,4,5,0,0.8,FALSE,FALSE,FALSE
"دراماتیکرومانتیک","دراماتیک","رومانتیک","related","word","word",0.514330226518894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دراماتیکشکصله","دراماتیک","شکصله","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دراماکمدی","دراما","کمدی","related","word","word",0.194677953518474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درامامعائل","دراما","معائل","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دراماهذیان","دراما","هذیان","unrelated","word","word",0.148263936716187,0.918346324610095,0.882661855887242,0.509605060099914,3,3,4,1,0.75,5,5,0,1,FALSE,FALSE,FALSE
"درج کردنضعوات","درج کردن","ضعوات","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درج کردنقرار دادن","درج کردن","قرار دادن","related","word","word",NA,-0.694106818377752,0.185524529566936,0.131185652933224,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"درج کردنمرده","درج کردن","مرده","unrelated","word","word",NA,-0.629759621302364,0.373665608321313,0.167108340212054,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"درخاکردنتس","درخاکردن","تس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درخاکردنلخت","درخاکردن","لخت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درخششدستگاه","درخشش","دستگاه","unrelated","word","word",0.0335661791409084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درخششروشن","درخشش","روشن","related","word","word",0.268604251123814,-0.962691757232509,0.198424793077489,0.14030751674063,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"درخششوررس","درخشش","وررس","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درخواسمسدادنتعفول","درخواسمسدادن","تعفول","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درخواسمسدادنخود خواه","درخواسمسدادن","خود خواه","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دررضهرفتنروشن","دررضهرفتن","روشن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دررضهرفتنعضتیع","دررضهرفتن","عضتیع","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درست است، واقعینشاندزادن","درست است، واقعی","نشاندزادن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درست است، واقعینشانی","درست است، واقعی","نشانی","unrelated","word","word",NA,-0.302137286606918,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"درست است، واقعیواقعی","درست است، واقعی","واقعی","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درست استـتواقعیارچن","درست استـتواقعی","ارچن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درست استـتواقعیسیرک","درست استـتواقعی","سیرک","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درست کردنانجام دادن","درست کردن","انجام دادن","related","word","word",NA,-0.74335564040042,0.367928939826596,0.212423872451539,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"درست کردنتعمیر کردن","درست کردن","تعمیر کردن","related","word","word",NA,-0.690160101241074,0.475797100963095,0.336439356559905,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"درست کردنخدمتگزار","درست کردن","خدمتگزار","unrelated","word","word",NA,-0.0850553027581156,0.276945768243158,0.195830230745655,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"درست کردنصو","درست کردن","صو","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درست کردنموزه","درست کردن","موزه","unrelated","word","word",NA,1.0846217301896,0.62361312707069,0.440961070988633,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"درست کردننيدش آور","درست کردن","نيدش آور","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درقلايوایی","درقل","ايوایی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درقلدموکراسی","درقل","دموکراسی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درلشتعویض کردن","درلش","تعویض کردن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درلشفترنپ","درلش","فترنپ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درلينرتر","درلين","رتر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درلينکوه","درلين","کوه","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درماارهاضطراری","درمااره","اضطراری","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درماارهیلش","درمااره","یلش","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درمانحقوق","درمان","حقوق","unrelated","word","word",0.126041937146723,-0.167993416657217,1.17812681593363,0.589063407966814,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"درماندهبی نیرو","درمانده","بی نیرو","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درماندهرقابت","درمانده","رقابت","unrelated","word","word",0.101601376150424,-0.753291032002412,0.192875118052503,0.111356501327593,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"درماندهييدن","درمانده","ييدن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درمانعموئ","درمان","عموئ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درمانمعالجه","درمان","معالجه","related","word","word",0.533844905551964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درهم کوبیدنبطورائلی","درهم کوبیدن","بطورائلی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درهم کوبیدنشکستن","درهم کوبیدن","شکستن","related","word","word",NA,-0.291811445695029,0.752324737668101,0.434354889810693,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"درهم کوبیدنماده","درهم کوبیدن","ماده","unrelated","word","word",NA,-0.453804516148591,0.633062942438885,0.316531471219443,4,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"درهمجروبیدنانشين","درهمجروبیدن","انشين","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درهمجروبیدنکیفیت","درهمجروبیدن","کیفیت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درهمشبرق","درهمش","برق","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درهمشلقل طرخ","درهمش","لقل طرخ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"درواناستعداد","دروان","استعداد","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دروانصو","دروان","صو","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دروغدروغ گو","دروغ","دروغ گو","related","word","word",NA,-0.305599998614411,0.555204440222041,0.226661263578594,6,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"دروغفتر","دروغ","فتر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دروغمحتوا","دروغ","محتوا","unrelated","word","word",0.0687283671638768,-0.50318000149001,0.208975916081656,0.104487958040828,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"دریااقیانوس","دریا","اقیانوس","related","word","word",0.574869243863244,-0.246021856642087,0.600074593444447,0.346453228059007,3,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"دریاتراثب","دریا","تراثب","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دریاقسمت","دریا","قسمت","unrelated","word","word",0.111847566247729,-0.437417731396778,0.587761912883193,0.339344498622521,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"دریانتخریدار","دریانت","خریدار","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دریانتسرتس","دریانت","سرتس","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دریانتفروپاشی","دریانت","فروپاشی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دریانتنیروفشدریایی","دریانت","نیروفشدریایی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دریاییخودکار","دریایی","خودکار","unrelated","word","word",0.130819573280389,-0.267279442181241,0.762601911895165,0.381300955947583,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"دریاییكاته","دریایی","كاته","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دریایینیروی دریایی","دریایی","نیروی دریایی","related","word","word",NA,-1.06477733266146,0.2810122469287,0.14050612346435,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"دریچهتهویه","دریچه","تهویه","related","word","word",0.506889394771514,-0.803931889284231,0.299303294010058,0.211639388825983,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"دریچهدشاه","دریچه","دشاه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دریچهسازمان دادن","دریچه","سازمان دادن","unrelated","word","word",NA,-0.635034951043018,0.0179767161728324,0.0127114579092756,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"دزد دریاییپروتکل","دزد دریایی","پروتکل","unrelated","word","word",NA,0.595472375801796,0.589855790260258,0.417091029215178,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"دزد دریاییتابش- تشبر","دزد دریایی","تابش- تشبر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دزد دریاییملوان","دزد دریایی","ملوان","related","word","word",NA,-0.0140586055176613,0.273099212881623,0.136549606440812,4,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"دزدپارااه","دزد","پارااه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دزدتعلق خاطر","دزد","تعلق خاطر","unrelated","word","word",NA,1.30870402883465,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دزدمجرم","دزد","مجرم","related","word","word",0.382633604460813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دزفلدریاییعکس","دزفلدریایی","عکس","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دزفلدریاییمقم","دزفلدریایی","مقم","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دست سازهسرد","دست سازه","سرد","unrelated","word","word",NA,-0.624518641948792,0.772038673136164,0.445736735759966,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"دست سازهگذاش","دست سازه","گذاش","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دست سازهگردن بند","دست سازه","گردن بند","related","word","word",NA,-0.47567839149894,1.00677212474286,0.581260157232901,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"دست کم گرفتناغراق کردن","دست کم گرفتن","اغراق کردن","related","word","word",NA,0.279831278523562,0.802947217397496,0.401473608698748,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"دست کم گرفتنشصاهرات","دست کم گرفتن","شصاهرات","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دست کم گرفتنمیکروفون","دست کم گرفتن","میکروفون","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دستبازو","دست","بازو","related","word","word",0.341005406639552,-0.31481539399429,0.860642414735448,0.496892129823521,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"دستسرهنگ","دست","سرهنگ","unrelated","word","word",0.130397093035452,-0.341020158311915,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دستگرندن","دست","گرندن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دستهتخیل","دسته","تخیل","unrelated","word","word",0.119690461915211,-0.866161483035414,0.30163773815089,0.150818869075445,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"دستهرزیق","دسته","رزیق","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دستهگروه","دسته","گروه","related","word","word",0.401256738009945,0.236137353328454,1.29183127274298,0.913462653105408,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"دسرازدومر","دسر","ازدومر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دسرکیک","دسر","کیک","related","word","word",0.432242918296056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دسرمالک","دسر","مالک","unrelated","word","word",0.0926341301669144,0.619472962585018,0.151689440684286,0.107260632142253,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"دسزارانست","دسزار","انست","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دسزارسنتی","دسزار","سنتی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دشمنحریف","دشمن","حریف","related","word","word",0.266448292824462,-0.507972035753292,0.90014068009199,0.340221197785137,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"دشمنکبد","دشمن","کبد","unrelated","word","word",0.124077081482738,-0.32195866738542,0.786785013788738,0.321203636841839,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"دشمنمعاق","دشمن","معاق","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دصیدطول","دصید","طول","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دصیدمانن","دصید","مانن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دغدغهجهش","دغدغه","جهش","unrelated","word","word",0.10437607511128,-0.346252984930926,0.676839102626178,0.338419551313089,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"دغدغهمعموهب","دغدغه","معموهب","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دغدغهنگرانی","دغدغه","نگرانی","related","word","word",0.28457795175493,0.152038105554649,0.293235039843866,0.207348485155105,2,2,2,0,1,1,2,0,0.5,FALSE,FALSE,FALSE
"دکمهبی ايطش","دکمه","بی ايطش","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دکمهبیماری","دکمه","بیماری","unrelated","word","word",0.0902044175579975,-0.653521494378329,0.308859353613135,0.218396543372742,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"دکمهفشار دادن","دکمه","فشار دادن","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دکندهتحصیلات","دکنده","تحصیلات","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دکندهنوقت","دکنده","نوقت","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دکیمنبدبینارد","دکیمن","بدبینارد","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دکیمنملاقات کردن","دکیمن","ملاقات کردن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دلخوثبرات","دلخو","ثبرات","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دلخوعطر","دلخو","عطر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دلسوئدادرار","دلسوئد","ادرار","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دلسوئدبی نشیو","دلسوئد","بی نشیو","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دلسوزسخاوتمند","دلسوز","سخاوتمند","related","word","word",0.314891144712436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دلسوزلیق","دلسوز","لیق","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دلسوزنقاشی کشیدن","دلسوز","نقاشی کشیدن","unrelated","word","word",NA,-0.203582152200053,0.345232368949716,0.15439260900097,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"دلفتا ابد","دلف","تا ابد","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دلفرگر","دلف","رگر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دلنشینجذاب","دلنشین","جذاب","related","word","word",0.354863021000273,-0.841761056601253,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دلنشیندرآمد","دلنشین","درآمد","unrelated","word","word",0.0956767316849463,-0.357420664402515,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دلنشیندوست داشتني","دلنشین","دوست داشتني","related","word","word",NA,-0.647454694107596,0.234162066923758,0.135193532372431,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"دلنشینقضاوت کردن","دلنشین","قضاوت کردن","unrelated","word","word",NA,-0.332639319284253,0.641762326813779,0.320881163406889,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"دلنشینگيالی","دلنشین","گيالی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دلنشینمتصلرم","دلنشین","متصلرم","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دلیلبرق","دلیل","برق","unrelated","word","word",0.100219894162548,-0.728878859483424,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دلیلعلت","دلیل","علت","related","word","word",0.377811826885005,-0.0523911117005642,0.748188360670682,0.374094180335341,4,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"دلیلمزسفم","دلیل","مزسفم","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دنبادرکردنایمان","دنبادرکردن","ایمان","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دنبادرکردنخونیزه","دنبادرکردن","خونیزه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دنبال کردنتعقیب کردن","دنبال کردن","تعقیب کردن","related","word","word",NA,-0.363334047219067,0.363842012826495,0.210064284047872,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"دنبال کردنسیرک","دنبال کردن","سیرک","unrelated","word","word",NA,0.506176579169835,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"دنبال کردنمسلس","دنبال کردن","مسلس","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دندارقدم زدن","دندار","قدم زدن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دندارنوراان","دندار","نوراان","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دهاناخراج","دهان","اخراج","unrelated","word","word",0.088889961992349,3.56306339510612,NA,NA,1,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"دهانبینی","دهان","بینی","related","word","word",0.276161493069057,-0.738205208323517,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دهانحقالناسی","دهان","حقالناسی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دهانه تفنگگلوله","دهانه تفنگ","گلوله","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دهانه تفنگمسافرخانه","دهانه تفنگ","مسافرخانه","unrelated","word","word",NA,-0.922425699770056,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دهانه تفنگيتد","دهانه تفنگ","يتد","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دهترینانتخلیات","دهترین","انتخلیات","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دهترینژولیت","دهترین","ژولیت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دو برابرزکاری","دو برابر","زکاری","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دو برابرسه برابر","دو برابر","سه برابر","related","word","word",NA,-0.835356940553298,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دو برابرمنحصر بفرد","دو برابر","منحصر بفرد","unrelated","word","word",NA,1.02270084075374,1.85931586332578,1.07347651419968,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"دواکسیژن","دو","اکسیژن","unrelated","word","word",0.141820903612071,-0.44875006279271,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دوچهار","دو","چهار","related","word","word",0.702560140080623,-0.640462634418872,0.220302107899342,0.110151053949671,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"دور زدنپاسداری","دور زدن","پاسداری","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دور زدنچرخاندن","دور زدن","چرخاندن","related","word","word",NA,-0.0580683663091552,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دور زدنحسلب","دور زدن","حسلب","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دورادامکتهید","دور","ادامکتهید","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوربینرضوری","دوربین","رضوری","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"دوربینساختن","دوربین","ساختن","unrelated","word","word",0.138546949197574,-1.51526396485718,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"دوربینمیکروفون","دوربین","میکروفون","related","word","word",0.510219177141282,-0.456647994249608,0.664701654582832,0.297263616880759,5,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"دوردندان","دور","دندان","unrelated","word","word",0.107659620803983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
