"word_combo","pt_cue","pt_target","type","cue_type","target_type","pt_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"super-hutemguartil-genof","super-hutem","guartil-genof","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"super-hutemlocal","super-hutem","local","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"superiorinferior","superior","inferior","related","word","word",0.699446435316152,-0.537374330992343,0.73231731565558,0.135987911583574,29,31,31,0,1,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"superiorinjeremi","superior","injeremi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"superiorprotótipo","superior","protótipo","unrelated","word","word",0.147467317342399,-0.0764259545562914,0.521437483792785,0.0834968216045087,39,44,50,0,0.88,46,49,1,0.938775510204082,TRUE,TRUE,FALSE
"suplansoexertimo","suplanso","exertimo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suplansojulieta","suplanso","julieta","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"supõentachefe","supõenta","chefe","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"supõentalovente","supõenta","lovente","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"supoiumtarde","supoium","tarde","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"supoiumtoaconte","supoium","toaconte","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suptoliafantaques","suptolia","fantaques","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suptolialongo","suptolia","longo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"surpresadesapontamento","surpresa","desapontamento","related","word","word",0.328002470159314,0.246417233556961,0.841358261041763,0.18813342651204,20,23,24,0,0.958333333333333,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"surpresaferida","surpresa","ferida","unrelated","word","word",0.14485920027407,-0.354048472786144,0.601707607083212,0.090710834827164,44,46,47,0,0.978723404255319,45,47,0,0.957446808510638,FALSE,FALSE,FALSE
"surpresasamulões","surpresa","samulões","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"susrodevoção","susro","devoção","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"susropreocupatochique","susro","preocupatochique","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sustoamedrontar","susto","amedrontar","related","word","word",0.158796292606858,0.674648062170376,1.09353461496591,0.233142363270389,22,25,30,0,0.833333333333333,27,30,0,0.9,FALSE,FALSE,FALSE
"sustofraco","susto","fraco","unrelated","word","word",0.138360730915793,-0.730346172982674,0.423683195065169,0.0706138658441948,36,39,40,0,0.975,37,40,0,0.925,FALSE,FALSE,FALSE
"sustostarnico","susto","starnico","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tabacocigarro","tabaco","cigarro","related","word","word",0.55939785397205,-0.7065018720362,0.306973544929277,0.0443078146997529,48,49,50,0,0.98,50,50,0,1,TRUE,TRUE,FALSE
"tabacoprica","tabaco","prica","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tabacorei","tabaco","rei","unrelated","word","word",0.145846478481834,-0.555977646696062,0.560540371157101,0.064725626835841,75,76,77,1,0.987012987012987,77,77,1,1,TRUE,TRUE,TRUE
"tabalheiquexe","tabalhei","quexe","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tabalheisabotar","tabalhei","sabotar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tácetcarssível","tácet","carssível","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tácetcontrário","tácet","contrário","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tactaconvicu","tacta","convicu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tactaproduto","tacta","produto","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taitoquila","taito","quila","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taitosempre","taito","sempre","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"talvezimpotente","talvez","impotente","unrelated","word","word",0.108491780557096,0.00155792684475817,0.849143187190325,0.157681931306047,29,33,37,0,0.891891891891892,34,36,1,0.944444444444444,FALSE,FALSE,FALSE
"talvezprovavelmente","talvez","provavelmente","related","word","word",0.317140858973218,-0.331928077897977,0.581266085811724,0.0968776809686206,36,38,38,0,1,38,38,0,1,FALSE,FALSE,FALSE
"talveztriuncampar","talvez","triuncampar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"talvocalro","talvo","calro","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"talvooutono","talvo","outono","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tamadrasdinamite","tamadras","dinamite","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tamadraseir","tamadras","eir","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tamanhocomprimento","tamanho","comprimento","related","word","word",0.544750557809702,-0.316440483743308,0.757833128133026,0.151566625626605,25,26,26,0,1,26,26,0,1,FALSE,FALSE,FALSE
"tamanhodesconhecido","tamanho","desconhecido","unrelated","word","word",0.0805608142908216,-0.337049519242712,0.684701846107661,0.115735735691672,35,38,40,0,0.95,39,40,0,0.975,FALSE,FALSE,FALSE
"tamanhomasamento","tamanho","masamento","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tánhácomputaríeis","tánhá","computaríeis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tánháqueijo","tánhá","queijo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tanqueafrodrome","tanque","afrodrome","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tanqueassistência","tanque","assistência","unrelated","word","word",0.0791065588762364,-0.101743218525343,0.575470056157444,0.103357473243523,31,36,37,0,0.972972972972973,32,37,0,0.864864864864865,FALSE,FALSE,FALSE
"tanquemotor","tanque","motor","related","word","word",0.465623124412693,-0.702823211835703,0.290728701621205,0.0685254121339716,18,21,21,0,1,19,21,0,0.904761904761905,FALSE,FALSE,FALSE
"tarefaconhecer","tarefa","conhecer","unrelated","word","word",0.100420841736685,-0.492830469609225,0.742985922708444,0.140411141364886,28,30,30,0,1,29,30,0,0.966666666666667,FALSE,FALSE,FALSE
"tarefacópiarada","tarefa","cópiarada","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tarefamissão","tarefa","missão","related","word","word",0.659501456456916,-0.217757178279687,0.9416606327906,0.184674843914669,26,27,27,0,1,27,27,0,1,FALSE,FALSE,FALSE
"tarelhosbocove","tarelhos","bocove","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tarelhoschefe de cozinha","tarelhos","chefe de cozinha","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tásseenergia","tásse","energia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tássehidrogelhões","tásse","hidrogelhões","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tatuagemapartamento","tatuagem","apartamento","unrelated","word","word",0.0974548085448678,-0.167024126538543,1.32217918181706,0.233730466351631,32,32,32,0,1,31,32,0,0.96875,FALSE,FALSE,FALSE
"tatuagemcicatriz","tatuagem","cicatriz","related","word","word",0.611762855674088,-0.315183711086581,0.643795343430895,0.107299223905149,36,38,39,0,0.974358974358974,39,39,0,1,FALSE,FALSE,FALSE
"tatuageminvestcia","tatuagem","investcia","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tatuamondsnevoeiro","tatuamonds","nevoeiro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tatuamondsvitsico","tatuamonds","vitsico","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"táxilimusine","táxi","limusine","related","word","word",0.527076956355837,0.653474245125166,1.65029665603827,0.412574164009569,16,17,25,0,0.68,22,25,0,0.88,FALSE,FALSE,FALSE
"táxilorus","táxi","lorus","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"táximodesto","táxi","modesto","unrelated","word","word",0.124327517985063,-0.342613209164071,0.65317070361034,0.125702760518736,27,29,29,0,1,28,29,0,0.96551724137931,FALSE,FALSE,FALSE
"técnicomecânico","técnico","mecânico","related","word","word",0.524011722868566,-0.465199659424305,0.887077008786693,0.177415401757339,25,26,26,0,1,25,25,1,1,FALSE,FALSE,FALSE
"técnicovénus","técnico","vénus","unrelated","word","word",0.118797956878437,0.0359168896593295,1.31431997770748,0.172578667909039,58,59,63,0,0.936507936507937,60,63,0,0.952380952380952,FALSE,TRUE,TRUE
"técnicovilos","técnico","vilos","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tecnologiaciência","tecnologia","ciência","related","word","word",0.525473559553645,-0.611973566439855,0.407845487425828,0.0732512119493731,31,33,33,0,1,31,32,1,0.96875,FALSE,FALSE,FALSE
"tecnologiacruel","tecnologia","cruel","unrelated","word","word",0.087465856270027,-0.581637684756267,0.560112534010681,0.112022506802136,25,26,26,0,1,25,26,0,0.961538461538462,FALSE,FALSE,FALSE
"tecnologiasajar","tecnologia","sajar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"teimosoegoísta","teimoso","egoísta","related","word","word",0.600771105907099,-0.626142514449514,0.498605950886382,0.0895522724012959,31,35,37,0,0.945945945945946,33,37,0,0.891891891891892,FALSE,FALSE,FALSE
"teimosorapaeldade","teimoso","rapaeldade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"teimosoroma","teimoso","roma","unrelated","word","word",0.0788998301789055,-0.476373110401057,0.559944952187592,0.093324158697932,36,37,39,2,0.948717948717949,38,39,2,0.974358974358974,FALSE,FALSE,FALSE
"teleatermaconcerto","teleaterma","concerto","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"teleatermajunbrar","teleaterma","junbrar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"telegramacarta","telegrama","carta","related","word","word",0.543183654153797,-0.672606612314914,0.383757335627042,0.0858107489326267,20,24,24,0,1,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"telegramaprospela","telegrama","prospela","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"telegramaselecione","telegrama","selecione","unrelated","word","word",0.10544732925719,0.110467460807176,0.632618462056489,0.138048666114305,21,22,23,0,0.956521739130435,23,23,0,1,FALSE,FALSE,FALSE
"telescópiocortar","telescópio","cortar","unrelated","word","word",0.0748375084126105,-0.464150040711473,0.460039558263119,0.0570608845097026,65,68,68,0,1,65,68,0,0.955882352941177,TRUE,TRUE,TRUE
"telescópiomicroscópio","telescópio","microscópio","related","word","word",0.516015818995274,-0.336997525261237,0.75349843437652,0.120656313191736,39,43,43,0,1,41,43,0,0.953488372093023,FALSE,FALSE,FALSE
"telescópiomorpio","telescópio","morpio","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"temploestrela","templo","estrela","unrelated","word","word",0.108453632352291,-0.45868047608692,0.675444459212907,0.109571560068417,38,38,38,1,1,35,37,2,0.945945945945946,FALSE,FALSE,FALSE
"templomosteiro","templo","mosteiro","related","word","word",0.572937141452019,-0.299110770050583,0.884590412410299,0.127679628181912,48,49,50,1,0.98,46,50,1,0.92,FALSE,TRUE,FALSE
"templopromocles","templo","promocles","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tenvadrinhar","tenva","drinhar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tenvaverificar","tenva","verificar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"teragensarma de fogo","teragens","arma de fogo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"teragensdestrider","teragens","destrider","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terapiaexisa","terapia","exisa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terapiasalário","terapia","salário","unrelated","word","word",0.12025575101815,-0.704078932319578,0.415103262408049,0.088500312906947,22,24,24,0,1,24,24,0,1,FALSE,FALSE,FALSE
"terapiatratamento","terapia","tratamento","related","word","word",0.587637288012276,-0.462353415893336,0.395151315684339,0.0589056802179107,45,48,48,0,1,46,48,0,0.958333333333333,FALSE,FALSE,FALSE
"terburiroconfessar","terburiro","confessar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terburiroindições","terburiro","indições","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terceirocrime","terceiro","crime","unrelated","word","word",0.11973784737656,-0.584494187842566,0.47692156515285,0.0784054223352145,37,43,43,0,1,41,43,0,0.953488372093023,FALSE,FALSE,FALSE
"terceiroopedir","terceiro","opedir","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terceiroquarto","terceiro","quarto","related","word","word",0.292798533171798,-0.627532163312823,0.590121428108234,0.118024285621647,25,27,28,1,0.964285714285714,27,29,0,0.931034482758621,FALSE,FALSE,FALSE
"termicrosdesapontamento","termicros","desapontamento","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"termicrosinsemesinto","termicros","insemesinto","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terminalaeroporto","terminal","aeroporto","related","word","word",0.436457777064697,-0.444933519921746,0.471984143847734,0.0861721207900557,30,31,32,0,0.96875,30,32,0,0.9375,FALSE,FALSE,FALSE
"terminaldar","terminal","dar","unrelated","word","word",0.101391320389132,-0.701805421456391,0.418381861772374,0.0751436006461517,31,34,35,0,0.971428571428571,34,35,0,0.971428571428571,FALSE,FALSE,FALSE
"terminaltriptrico","terminal","triptrico","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terrederrestaucluíste","terreder","restaucluíste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terredersonho","terreder","sonho","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terremotoexplosão","terremoto","explosão","related","word","word",0.514622945181322,0.405909457482244,1.59383621417906,0.200804488251736,63,65,66,1,0.984848484848485,53,66,1,0.803030303030303,FALSE,TRUE,TRUE
"terremotofiretiva","terremoto","firetiva","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terremotorepugnante","terremoto","repugnante","unrelated","word","word",0.100771170008595,0.42969705685585,1.10248575810534,0.181247542151097,37,38,39,0,0.974358974358974,34,39,0,0.871794871794872,FALSE,FALSE,FALSE
"terrívelhorrível","terrível","horrível","related","word","word",0.856707885616633,-0.615227345444674,0.400550797280362,0.0649779195698803,38,45,45,1,1,42,45,1,0.933333333333333,FALSE,FALSE,FALSE
"terrívellibenoit","terrível","libenoit","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terrívellíder","terrível","líder","unrelated","word","word",0.118004529511956,-0.561425926537257,0.689830131250641,0.107733366661523,41,41,42,1,0.976190476190476,41,42,1,0.976190476190476,FALSE,FALSE,FALSE
"tesouroestrutura","tesouro","estrutura","unrelated","word","word",0.0986159658333736,-0.687296393647879,0.360050168379987,0.0600083613966645,36,40,41,1,0.975609756097561,39,41,1,0.951219512195122,FALSE,FALSE,FALSE
"tesourofortuna","tesouro","fortuna","related","word","word",0.36897837320939,-0.37427863654904,0.985653044255073,0.19330246562649,26,27,28,0,0.964285714285714,27,28,0,0.964285714285714,FALSE,FALSE,FALSE
"tesouromapato","tesouro","mapato","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"testemunhadesapontamento","testemunha","desapontamento","unrelated","word","word",0.0939730133504026,0.358399708053361,0.923484861321006,0.134704111445023,47,49,50,0,0.98,48,49,1,0.979591836734694,FALSE,TRUE,FALSE
"testemunhalabilidadem","testemunha","labilidadem","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"testemunhatestemunho","testemunha","testemunho","related","word","word",0.616095134088431,-0.333479388093475,0.455478758574807,0.0818064000006087,31,32,33,0,0.96969696969697,32,33,0,0.96969696969697,FALSE,FALSE,FALSE
"tetravôcópioindicar","tetravôcópio","indicar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tetravôcópiovuitas bléia","tetravôcópio","vuitas bléia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tetreiroaceta","tetreiro","aceta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tetreirosolar","tetreiro","solar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"textobocove","texto","bocove","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"textoestupidez","texto","estupidez","unrelated","word","word",0.140792294223358,-0.33627223397439,0.459229185513586,0.0717195494706972,41,44,44,0,1,40,44,0,0.909090909090909,FALSE,FALSE,FALSE
"textopoema","texto","poema","related","word","word",0.526733388747593,-0.433999027302404,0.602981717774311,0.101922512860094,35,37,38,1,0.973684210526316,36,38,1,0.947368421052632,FALSE,FALSE,FALSE
"tigelacomuaguenta","tigela","comuaguenta","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tigelaefeito","tigela","efeito","unrelated","word","word",0.0965955008508691,-0.495555686056261,0.703989570444785,0.135482856000995,27,29,31,0,0.935483870967742,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"tigelaprato","tigela","prato","related","word","word",0.560685016961668,-0.725903600844729,0.394430746049955,0.0773542334949878,26,26,27,1,0.962962962962963,26,27,1,0.962962962962963,FALSE,FALSE,FALSE
"tingiodança","tingio","dança","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tingiopeten","tingio","peten","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tioimpodrite","tio","impodrite","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tiopapá","tio","papá","related","word","word",0.485441848155855,-0.517220314009976,0.889990255730581,0.108729615025131,67,68,69,1,0.985507246376812,63,69,1,0.91304347826087,FALSE,TRUE,TRUE
"tiovê","tio","vê","unrelated","word","word",0.107505881295798,-0.495176878535434,0.543845821173281,0.0919267219361844,35,38,40,1,0.95,37,40,1,0.925,FALSE,FALSE,FALSE
"típicocaplanta","típico","caplanta","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"típicoclássico","típico","clássico","related","word","word",0.564719705329754,-0.627553302174284,0.714332221102511,0.110223854701979,42,44,44,0,1,44,44,0,1,FALSE,FALSE,FALSE
"típicotrês","típico","três","unrelated","word","word",0.0939943415804959,-0.768969379767578,0.416535115378557,0.0650518559273739,41,46,47,0,0.978723404255319,42,47,0,0.893617021276596,FALSE,FALSE,FALSE
"tiroatirar","tiro","atirar","related","word","word",0.351479213850977,-0.63157058760692,0.621495041458051,0.103582506909675,36,36,37,0,0.972972972972973,36,37,0,0.972972972972973,FALSE,FALSE,FALSE
"tirodinataliate","tiro","dinataliate","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tirorapidamente","tiro","rapidamente","unrelated","word","word",0.0741953405457385,-0.421556915706076,0.426337695614844,0.0836117011277027,26,28,28,0,1,27,28,0,0.964285714285714,FALSE,FALSE,FALSE
"tirparescharla","tirpar","escharla","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tirparmicrofone","tirpar","microfone","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tlântimacicatriz","tlântima","cicatriz","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tlântimaquile","tlântima","quile","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tóideesposa","tóide","esposa","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tóidepoeling","tóide","poeling","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"toloarmazenar","tolo","armazenar","unrelated","word","word",0.045523958636749,-0.292891108969916,0.82510775166884,0.153218662978652,29,32,32,0,1,29,32,0,0.90625,FALSE,FALSE,FALSE
"tologalálers","tolo","galálers","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"toloidiota","tolo","idiota","related","word","word",0.700789803044184,-0.532529391195944,0.497017309497852,0.114023590804822,19,21,21,0,1,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"tometorcama","tometor","cama","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tometorfamani","tometor","famani","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"toneipai","tonei","pai","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"toneivarte","tonei","varte","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tordentomangueira","tordento","mangueira","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tordentoraracluíste","tordento","raracluíste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tormentoimportante","tormento","importante","unrelated","word","word",0.0574266613604687,-0.264552040786026,0.61450968348257,0.116131414338278,28,30,30,1,1,27,30,1,0.9,FALSE,FALSE,FALSE
"tormentoprongado","tormento","prongado","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tormentotortura","tormento","tortura","related","word","word",0.452790449052922,-0.393662538961396,0.734547418778311,0.114717033676174,41,43,44,0,0.977272727272727,37,43,1,0.86046511627907,FALSE,FALSE,FALSE
"torneiopartida","torneio","partida","related","word","word",0.364131313657216,-0.331905625799874,0.943770415780979,0.172308115276424,30,32,33,0,0.96969696969697,29,33,0,0.878787878787879,FALSE,FALSE,FALSE
"torneiopuxar","torneio","puxar","unrelated","word","word",0.110425571447311,-0.442029745358907,0.754745566631599,0.124079406827443,37,39,39,0,1,38,39,0,0.974358974358974,FALSE,FALSE,FALSE
"torneioverbaminto","torneio","verbaminto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"torquaitoaguarcedora","torquaito","aguarcedora","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"torquaitotraseiro","torquaito","traseiro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"torreaceitar","torre","aceitar","unrelated","word","word",0.0776631136529371,-0.669640921171769,0.413851505345449,0.0743299246118049,31,34,35,0,0.971428571428571,35,35,0,1,FALSE,FALSE,FALSE
"torreedifício","torre","edifício","related","word","word",0.4020188501369,-0.450941797399808,0.573821458417399,0.11965004517528,23,25,26,1,0.961538461538462,22,26,1,0.846153846153846,FALSE,FALSE,FALSE
"torrenoair","torre","noair","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tosseaplaunidade","tosse","aplaunidade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
