"word_combo","pt_cue","pt_target","type","cue_type","target_type","pt_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"autópsiafortemente","autópsia","fortemente","unrelated","word","word",0.0360523656334416,-0.214985233559538,0.526307494963463,0.0889622037327756,35,36,36,0,1,35,36,0,0.972222222222222,FALSE,FALSE,FALSE
"autópsiajecta","autópsia","jecta","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autorator","autor","ator","related","word","word",0.391035195409924,-0.865239281205268,0.412609858697275,0.0794068043297217,27,29,31,1,0.935483870967742,30,32,0,0.9375,FALSE,FALSE,FALSE
"autordólar","autor","dólar","unrelated","word","word",0.0822539691021535,-0.177000128381302,1.54404768586497,0.31517741407453,24,24,25,2,0.96,24,25,2,0.96,FALSE,FALSE,FALSE
"autorharmo","autor","harmo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"auxinhosassassinato","auxinhos","assassinato","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"auxinhosgrinal","auxinhos","grinal","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avenidacapitalismo","avenida","capitalismo","unrelated","word","word",0.122121948475507,-0.0964773771180011,1.00939584189895,0.123317329140359,67,69,70,1,0.985714285714286,63,69,2,0.91304347826087,FALSE,TRUE,TRUE
"avenidarua","avenida","rua","related","word","word",0.495214281747794,-0.641672795769157,0.446624902704825,0.0734246817100269,37,39,39,3,1,38,40,2,0.95,FALSE,FALSE,FALSE
"avenidavildfina","avenida","vildfina","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avisoaudiência","aviso","audiência","unrelated","word","word",0.101665789271109,-0.379907506504824,0.44774730862924,0.076788029931281,34,38,39,0,0.974358974358974,38,39,0,0.974358974358974,FALSE,FALSE,FALSE
"avisomensagem","aviso","mensagem","related","word","word",0.360467923469517,-0.405069334967801,0.676542663862971,0.119596976344879,32,34,34,1,1,33,34,1,0.970588235294118,FALSE,FALSE,FALSE
"avisoprotransa","aviso","protransa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avôavó","avô","avó","related","word","word",0.645045453729347,-0.727591585830876,0.483424595992113,0.0712770680864679,46,49,49,2,1,46,50,1,0.92,FALSE,FALSE,FALSE
"avôbaunilha","avô","baunilha","unrelated","word","word",0.101764845527344,-0.14389912075231,0.7294354525189,0.112554333904781,42,44,45,0,0.977777777777778,43,45,0,0.955555555555556,FALSE,FALSE,FALSE
"avocaouvir","avoca","ouvir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avocatêvão","avoca","têvão","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avôguntar","avô","guntar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"babiditofábri","babidito","fábri","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"babiditogastar","babidito","gastar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badornasociá","badorna","sociá","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"badornatomate","badorna","tomate","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bagensroburaco","bagensro","buraco","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bagensrodindo","bagensro","dindo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bagnoferdi","bagno","ferdi","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bagnomorango","bagno","morango","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baíaempréstimo","baía","empréstimo","unrelated","word","word",0.0623528332756867,0.00953322062296952,0.994423736383677,0.212011852958023,22,23,23,0,1,18,23,0,0.782608695652174,FALSE,FALSE,FALSE
"baíaporto","baía","porto","related","word","word",0.54491380266806,-0.730183280527963,0.337738936065046,0.0675477872130092,25,28,28,1,1,26,28,1,0.928571428571429,FALSE,FALSE,FALSE
"baíaseleciotochique","baía","seleciotochique","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baixoalto","baixo","alto","related","word","word",0.517168210731316,-0.737014800717344,0.368655664685025,0.0684576383245715,29,30,30,0,1,27,30,0,0.9,FALSE,FALSE,FALSE
"baixoconfessar","baixo","confessar","unrelated","word","word",0.0998792469605343,-0.481974201976845,0.389458991374519,0.0830329359521809,22,22,24,1,0.916666666666667,23,24,1,0.958333333333333,FALSE,FALSE,FALSE
"baixointruição","baixo","intruição","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bajuniusreunir","bajunius","reunir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bajuniustungstélite","bajunius","tungstélite","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bamboranter","bambo","ranter","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bambosobrinho","bambo","sobrinho","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bameucasamento","bameu","casamento","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bameuperinhas","bameu","perinhas","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bananadesaparecimento","banana","desaparecimento","unrelated","word","word",0.0114346800105233,0.251457192461329,1.38829964574833,0.170887873321242,66,68,68,0,1,65,68,0,0.955882352941177,FALSE,TRUE,TRUE
"bananagimpres digelto","banana","gimpres digelto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bananamorango","banana","morango","related","word","word",0.56385038270674,-0.746868898699304,0.625943890708402,0.0943645920588635,44,45,45,1,1,44,45,1,0.977777777777778,FALSE,FALSE,FALSE
"banasreureu","banas","reureu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banasuniversidade","banas","universidade","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bancáriocomulinidade","bancário","comulinidade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bancáriofinanceiro","bancário","financeiro","related","word","word",0.553027547718232,-0.264679646522492,0.811745535281397,0.1352909225469,36,39,40,0,0.975,38,40,0,0.95,FALSE,FALSE,FALSE
"bancáriomedalhão","bancário","medalhão","unrelated","word","word",0.0941332023906833,0.0131339165920086,1.11232410903276,0.182864957080319,37,39,40,0,0.975,38,40,0,0.95,FALSE,FALSE,FALSE
"bandeiraassassino","bandeira","assassino","unrelated","word","word",0.0634163238620212,-0.508984702481467,0.356466069413552,0.0640231960593182,31,31,32,0,0.96875,31,32,0,0.96875,FALSE,FALSE,FALSE
"bandeirafubi","bandeira","fubi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bandeirasímbolo","bandeira","símbolo","related","word","word",0.391020504259451,-0.647716385600051,0.383467762105917,0.0657641786489289,34,35,36,0,0.972222222222222,35,36,0,0.972222222222222,FALSE,FALSE,FALSE
"banocroverbas","banocro","verbas","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banocroviemem","banocro","viemem","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banqueirohonestidade","banqueiro","honestidade","unrelated","word","word",0.105424838016188,-0.31378918670414,0.414511655206115,0.0783353396580809,28,30,32,0,0.9375,31,32,0,0.96875,FALSE,FALSE,FALSE
"banqueiroimpéções","banqueiro","impéções","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banqueiroinvestidor","banqueiro","investidor","related","word","word",0.588800420526202,-0.313338471680397,0.710540150960493,0.121856630576669,34,38,39,0,0.974358974358974,37,39,0,0.948717948717949,FALSE,FALSE,FALSE
"bapertacontriés","baperta","contriés","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bapertaestúpido","baperta","estúpido","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"barãoagência","barão","agência","unrelated","word","word",0.0449651291690613,-0.246182763788443,1.18195949130551,0.236391898261101,25,27,31,0,0.870967741935484,24,31,0,0.774193548387097,FALSE,FALSE,FALSE
"barãoatindes","barão","atindes","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"barãocondessa","barão","condessa","related","word","word",0.391669963967499,0.160665285864742,0.867224529575437,0.109260020767218,63,64,67,0,0.955223880597015,63,67,0,0.940298507462687,FALSE,TRUE,TRUE
"barestratégia","bar","estratégia","unrelated","word","word",0.0150443118533102,-0.306671177865549,0.512725374814763,0.111885849562536,21,22,23,0,0.956521739130435,22,23,0,0.956521739130435,FALSE,FALSE,FALSE
"bariasenha","baria","senha","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bariateodles","baria","teodles","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"barichificadoalvorecer","barichificado","alvorecer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"barichificadociatingia","barichificado","ciatingia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"barrestaurante","bar","restaurante","related","word","word",0.659301723467389,-0.428229938847476,0.703447267320247,0.137957359340364,26,29,30,2,0.966666666666667,30,30,2,1,FALSE,FALSE,FALSE
"barsequescológico","bar","sequescológico","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baseelétrico","base","elétrico","unrelated","word","word",0.03978423505378,-0.580531508502605,0.570423066674377,0.10592490427009,29,30,30,0,1,30,30,0,1,FALSE,FALSE,FALSE
"basequartel-general","base","quartel-general","related","word","word",NA,0.893798577451001,0.908295343450931,0.178131372321606,26,27,34,0,0.794117647058823,34,34,0,1,FALSE,FALSE,FALSE
"basesifrierante","base","sifrierante","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"basquetebolassobiliões","basquetebol","assobiliões","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"basquetebolcerimónia","basquetebol","cerimónia","unrelated","word","word",0.114961788728442,-0.284511815067463,0.58008471777816,0.113763972903377,26,26,27,0,0.962962962962963,26,27,0,0.962962962962963,FALSE,FALSE,FALSE
"basquetebolfutebol","basquetebol","futebol","related","word","word",0.824561771015575,-0.508026543012113,0.594074007016335,0.108462578156776,30,31,33,1,0.93939393939394,31,32,2,0.96875,FALSE,FALSE,FALSE
"basquiincapaz","basqui","incapaz","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"basquiorite","basqui","orite","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bastantematexifantica","bastante","matexifantica","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bastantenação","bastante","nação","unrelated","word","word",0.113592044148474,0.0289524940836695,0.873350592147328,0.109168824018416,64,68,75,1,0.906666666666667,73,75,1,0.973333333333333,FALSE,TRUE,TRUE
"bastantesuficiente","bastante","suficiente","related","word","word",0.588953701343771,-0.355115046014938,0.736439444581129,0.17358044173219,18,21,21,0,1,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"bastãoconhecer","bastão","conhecer","unrelated","word","word",0.058941480281057,-0.697800624815843,0.297200043465029,0.0525380415257646,32,36,36,1,1,34,36,1,0.944444444444444,FALSE,FALSE,FALSE
"bastãoincapossitrais","bastão","incapossitrais","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bastãomartelo","bastão","martelo","related","word","word",0.584890386301149,-0.41000137937476,0.794324307965066,0.12719368495695,39,42,42,1,1,40,42,1,0.952380952380952,FALSE,FALSE,FALSE
"bastenterchafe de coselati","bastenter","chafe de coselati","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bastentermanutenção","bastenter","manutenção","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"batataculpado","batata","culpado","unrelated","word","word",0.110863872616062,-0.592335047537087,0.497038049731872,0.082839674955312,36,37,40,1,0.925,38,39,2,0.974358974358974,FALSE,FALSE,FALSE
"batatalinquenalidade","batata","linquenalidade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"batatatomate","batata","tomate","related","word","word",0.592317988443176,-0.717589705046544,0.365361127862997,0.0703137818410421,27,29,29,0,1,29,29,0,1,FALSE,FALSE,FALSE
"batergolpe","bater","golpe","related","word","word",0.272016351542174,-0.548456136090934,0.672681685647149,0.120817197318536,31,33,33,1,1,33,33,1,1,FALSE,FALSE,FALSE
"baterobviatraíste","bater","obviatraíste","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"batersuposição","bater","suposição","unrelated","word","word",0.134731516620199,-0.360479694479148,0.421607066529342,0.0811383177843214,27,28,31,0,0.903225806451613,31,31,0,1,FALSE,FALSE,FALSE
"batomconcentrar","batom","concentrar","unrelated","word","word",0.123997783472018,0.0881396834992554,1.20220130183977,0.268820383355247,20,21,22,2,0.954545454545455,22,23,1,0.956521739130435,FALSE,FALSE,FALSE
"batomperfume","batom","perfume","related","word","word",0.504285592806179,-0.484004293711633,0.664162947390374,0.0843487786673983,62,63,63,1,1,55,63,1,0.873015873015873,TRUE,TRUE,TRUE
"batomsusgado","batom","susgado","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bavetemassesinato","bavete","massesinato","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bavetevale","bavete","vale","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baxácomunidade","baxá","comunidade","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baxáfanes","baxá","fanes","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bebécriança","bebé","criança","related","word","word",0.596412971419683,-0.601417268780534,0.458400523877331,0.054789342067206,70,72,72,0,1,72,72,0,1,TRUE,TRUE,TRUE
"bebéinspiração","bebé","inspiração","unrelated","word","word",0.0979357626980785,-0.260275598123708,0.631743668678878,0.103858019367379,37,40,40,1,1,38,40,1,0.95,FALSE,FALSE,FALSE
"bebémasolvimento","bebé","masolvimento","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bebercerveja","beber","cerveja","related","word","word",0.543140955647505,-0.528451024888542,0.824953939441035,0.133825200423546,38,40,42,1,0.952380952380952,42,42,1,1,FALSE,FALSE,FALSE
"beberconatrasar","beber","conatrasar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beberling","beber","ling","unrelated","word","word",-0.0293545367220583,-0.378661611956504,NA,NA,1,2,37,0,0.0540540540540541,34,37,0,0.918918918918919,FALSE,FALSE,FALSE
"bedamcrisnei","bedam","crisnei","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bedampescar","bedam","pescar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beijoabraço","beijo","abraço","related","word","word",0.722312712229985,-0.706621718747314,0.459369238956242,0.0979378508172025,22,24,24,0,1,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"beijofraude","beijo","fraude","unrelated","word","word",0.10760522312225,-0.352600344349177,0.58958730896189,0.125700436624852,22,23,26,1,0.884615384615385,24,25,2,0.96,FALSE,FALSE,FALSE
"beijoplantarra","beijo","plantarra","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bengachutemunho","benga","chutemunho","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bengaisca","benga","isca","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bengirconteúdo","bengir","conteúdo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bengirespanholgeiro","bengir","espanholgeiro","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"benigueazul","benigue","azul","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beniguemutens","benigue","mutens","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bíblialagosta","bíblia","lagosta","unrelated","word","word",0.123849930985851,-0.178854981539924,0.985285071596811,0.220316439730622,20,24,25,1,0.96,24,24,2,1,FALSE,FALSE,FALSE
"bíblialivro","bíblia","livro","related","word","word",0.513886460043611,-0.640234224412666,0.520575373768338,0.0950436250315339,30,35,35,1,1,34,35,1,0.971428571428571,FALSE,FALSE,FALSE
"bíbliasugermane","bíblia","sugermane","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bibliodlanscaaprentituto","bibliodlansca","aprentituto","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bibliodlanscachocolate","bibliodlansca","chocolate","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bibliotecabarato","biblioteca","barato","unrelated","word","word",0.0935871258992208,-0.575191950456374,0.470548671650083,0.0859100406222808,30,32,32,1,1,26,32,1,0.8125,FALSE,FALSE,FALSE
"bibliotecamuseu","biblioteca","museu","related","word","word",0.446058340021648,-0.505488519882442,0.441524601762704,0.104068346655699,18,21,22,0,0.954545454545455,20,22,0,0.909090909090909,FALSE,FALSE,FALSE
"bibliotecaraftil","biblioteca","raftil","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bilheteatorás","bilhete","atorás","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bilheteocultar","bilhete","ocultar","unrelated","word","word",0.112505817015193,-0.583337379066421,0.513533641912435,0.107079166441967,23,29,29,0,1,28,29,0,0.96551724137931,FALSE,FALSE,FALSE
"bilhetepassaporte","bilhete","passaporte","related","word","word",0.499835374242273,-0.357222998718197,0.995488252567614,0.173292261538404,33,38,38,0,1,36,38,0,0.947368421052632,FALSE,FALSE,FALSE
"binalteencontrar","binalte","encontrar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"binalteresponchos","binalte","responchos","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bisbequeicaherdar","bisbequeica","herdar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bisbequeicavantroid","bisbequeica","vantroid","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bisbolheticeescândalo","bisbolhetice","escândalo","related","word","word",NA,-0.105390804807235,0.815218774486254,0.182288459628533,20,20,20,0,1,8,19,1,0.421052631578947,FALSE,FALSE,FALSE
"bisbolheticeprisioneiro","bisbolhetice","prisioneiro","unrelated","word","word",NA,0.0773552117687613,0.97623826514028,0.160492582157801,37,42,43,1,0.976744186046512,19,43,1,0.441860465116279,FALSE,FALSE,FALSE
"bisbolheticerodorofe","bisbolhetice","rodorofe","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bispocardeal","bispo","cardeal","related","word","word",0.488730557114859,-0.0174067633808539,0.868150858714907,0.164065090903344,28,29,31,1,0.935483870967742,28,31,1,0.903225806451613,FALSE,FALSE,FALSE
"bispoinvestir","bispo","investir","unrelated","word","word",0.133632005270483,-0.542989661109821,0.533324090205838,0.083291229473264,41,42,42,0,1,39,42,0,0.928571428571429,FALSE,FALSE,FALSE
"bisposeaviário","bispo","seaviário","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bitocultorprecisar","bitocultor","precisar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bitocultorquinsalizar","bitocultor","quinsalizar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bíveiocaneta","bíveio","caneta","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bíveiomozia","bíveio","mozia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bleteafircada","blete","afircada","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bleteinjusto","blete","injusto","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blicadestino","blica","destino","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blicaqueidecer","blica","queidecer","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blicomau","blico","mau","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blicosemazursimente","blico","semazursimente","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blutbateacoscipe","blutbate","acoscipe","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blutbateinferno","blutbate","inferno","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boatracaacima","boatraca","acima","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
