"word_combo","tr_cue","tr_target","type","cue_type","target_type","tr_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"kurukurir","kuru","kurir","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kuruyapamayan","kuru","yapamayan","unrelated","word","word",0.0754753452364428,0.453741819914734,0.99631860989173,0.0880629556595996,128,135,139,2,0.971223021582734,136,140,1,0.971428571428571,TRUE,TRUE,TRUE
"kusızkiçuk","kusız","kiçuk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kusızteşekkür","kusız","teşekkür","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kuşkulanmakçeyrek","kuşkulanmak","çeyrek","unrelated","word","word",0.115829262707431,-0.250603012726338,1.17943520389846,0.105916408008596,124,136,139,9,0.97841726618705,129,139,9,0.928057553956835,FALSE,TRUE,TRUE
"kuşkulanmakolaça","kuşkulanmak","olaça","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kuşkulanmakşüphelenmek","kuşkulanmak","şüphelenmek","related","word","word",0.778202296931705,-0.189905670463992,0.981990601293089,0.0864594514911745,129,137,141,5,0.971631205673759,132,140,6,0.942857142857143,TRUE,TRUE,TRUE
"kutelkaraiderslu","kutel","karaiderslu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kutelyanliş","kutel","yanliş","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kutsal kcelynsefaiziy","kutsal kcelyn","sefaiziy","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kutsal kcelynvarlık","kutsal kcelyn","varlık","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kutsal kitapıstakoz","kutsal kitap","ıstakoz","unrelated","word","word",NA,0.0910588447306303,0.772116895819829,0.0682461366128635,128,135,150,8,0.9,149,150,8,0.993333333333333,TRUE,TRUE,TRUE
"kutsal kitapkitap","kutsal kitap","kitap","related","word","word",NA,-0.748872143525929,0.364610386518164,0.035414091369371,106,122,129,6,0.945736434108527,123,126,9,0.976190476190476,TRUE,TRUE,TRUE
"kutsal kitapsızde","kutsal kitap","sızde","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kutukardinal","kutu","kardinal","unrelated","word","word",0.101638284755533,0.663795964383516,1.57139038149003,0.159550519777376,97,113,176,9,0.642045454545455,163,177,8,0.92090395480226,FALSE,TRUE,TRUE
"kütüphaneailemimi","kütüphane","ailemimi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kütüphanemüze","kütüphane","müze","related","word","word",0.502746138154327,-0.283164723935998,1.05545587577159,0.099288936799642,113,126,133,6,0.947368421052632,127,133,6,0.954887218045113,FALSE,TRUE,TRUE
"kütüphaneucuz","kütüphane","ucuz","unrelated","word","word",0.124873035587446,-0.550648021475995,0.615062789774732,0.0531333323836377,134,148,153,1,0.967320261437909,147,153,1,0.96078431372549,TRUE,TRUE,TRUE
"kutusırt çantası","kutu","sırt çantası","related","word","word",NA,-0.104655482956902,0.692968624948812,0.0640649720395055,117,128,133,7,0.962406015037594,123,134,6,0.917910447761194,TRUE,TRUE,TRUE
"kutuulaşheli","kutu","ulaşheli","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kuvvetlimükemkins","kuvvetli","mükemkins","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kuvvetliuzaylı","kuvvetli","uzaylı","unrelated","word","word",0.0858838763513865,-0.458794379407718,0.737883352971984,0.0665327013301429,123,132,135,4,0.977777777777778,130,135,4,0.962962962962963,TRUE,TRUE,TRUE
"kuvvetlizayıf","kuvvetli","zayıf","related","word","word",0.521883406324165,-0.533034714122763,0.644845922105912,0.0601321922937922,115,124,127,10,0.976377952755906,123,127,10,0.968503937007874,TRUE,TRUE,TRUE
"kuzbağafilm","kuzbağa","film","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kuzbağasanif","kuzbağa","sanif","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kzlgoril","kzl","goril","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kzlyenileopold","kzl","yenileopold","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lambaalt klert","lamba","alt klert","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lambaimparatorluk","lamba","imparatorluk","unrelated","word","word",0.146566744844715,0.0520501340423179,1.00529021738897,0.0858877395454014,137,146,148,7,0.986486486486487,140,148,7,0.945945945945946,TRUE,TRUE,TRUE
"lambamum","lamba","mum","related","word","word",0.481171024582819,-0.387895227465015,0.61817731805729,0.0569078348364,118,128,134,4,0.955223880597015,122,134,4,0.91044776119403,TRUE,TRUE,TRUE
"lanetcadı","lanet","cadı","related","word","word",0.242660460085468,-0.295989054175946,1.10339921016217,0.101576130628435,118,130,131,12,0.99236641221374,124,132,11,0.93939393939394,FALSE,TRUE,TRUE
"lanetedildiye","lanet","edildiye","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lanetkargo","lanet","kargo","unrelated","word","word",0.103605159224731,-0.53799563954082,0.507188967607747,0.0411384575535865,152,162,163,5,0.993865030674847,157,163,5,0.96319018404908,TRUE,TRUE,TRUE
"lauderyaalrik","lauderya","alrik","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lauderyasokak","lauderya","sokak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lazanyakamaz","lazanya","kamaz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lazanyakaranlık","lazanya","karanlık","unrelated","word","word",0.101705785126245,-0.49616183336307,0.553934781588628,0.0507791181733946,119,136,139,6,0.97841726618705,109,139,6,0.784172661870504,TRUE,TRUE,TRUE
"lazanyaspagetti","lazanya","spagetti","related","word","word",0.652433291501832,0.0996495206129777,0.823758373807212,0.0693729696996375,141,155,167,9,0.92814371257485,137,167,9,0.820359281437126,TRUE,TRUE,TRUE
"lejyondepize apızmak","lejyon","depize apızmak","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lejyondöndürmek","lejyon","döndürmek","unrelated","word","word",0.127499976359207,0.0609828094984661,1.16124325432611,0.0915187892909363,161,178,183,5,0.972677595628415,61,184,4,0.331521739130435,FALSE,TRUE,TRUE
"lejyonordu","lejyon","ordu","related","word","word",0.465794086384702,-0.373923480598907,0.644374530613505,0.0590697163736659,119,125,130,8,0.961538461538462,44,130,8,0.338461538461538,TRUE,TRUE,TRUE
"lergaelekttırmacı","lerga","elekttırmacı","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lergatartışma","lerga","tartışma","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lezbiyengey","lezbiyen","gey","related","word","word",0.644865833035972,0.0786363156867843,1.51335624705328,0.126553206989262,143,155,175,3,0.885714285714286,171,175,3,0.977142857142857,FALSE,TRUE,TRUE
"lezbiyenmekanik","lezbiyen","mekanik","unrelated","word","word",0.095454154187703,-0.216992087906236,0.866293147293323,0.073215133927711,140,151,158,12,0.955696202531646,148,157,13,0.942675159235669,TRUE,TRUE,TRUE
"lezbiyentayre","lezbiyen","tayre","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lezzetlienfes","lezzetli","enfes","related","word","word",0.589714667052791,-0.389589444089794,0.714442670252423,0.0614894347490576,135,144,145,5,0.993103448275862,141,144,6,0.979166666666667,TRUE,TRUE,TRUE
"lezzetliparmak izi","lezzetli","parmak izi","unrelated","word","word",NA,-0.252534824041191,0.593657865464492,0.0556011533727917,114,125,130,4,0.961538461538462,124,130,4,0.953846153846154,TRUE,TRUE,TRUE
"lezzetlisamaz","lezzetli","samaz","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"liglemle","lig","lemle","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ligsalata","lig","salata","unrelated","word","word",0.139689293025353,-0.349839999740278,0.917637777610326,0.0781145151061734,138,144,151,7,0.95364238410596,102,149,9,0.684563758389262,TRUE,TRUE,TRUE
"ligtakım","lig","takım","related","word","word",0.435588227528223,-0.519513216186775,0.475490257518789,0.0428735126784889,123,132,138,2,0.956521739130435,86,139,1,0.618705035971223,TRUE,TRUE,TRUE
"liktebena","likte","bena","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"likteçatal","likte","çatal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"limonataaptal","limonata","aptal","unrelated","word","word",0.12026927550437,-0.488891288334865,0.416456291250927,0.0418554321109786,99,107,110,6,0.972727272727273,107,110,6,0.972727272727273,TRUE,TRUE,TRUE
"limonatakoğ","limonata","koğ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"limonatasoda","limonata","soda","related","word","word",0.685265257768938,-0.420494838311257,0.70570785200166,0.0663874103360125,113,129,132,9,0.977272727272727,128,133,8,0.962406015037594,TRUE,TRUE,TRUE
"livingsnatadivin","livingsnata","divin","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"livingsnatatavşan","livingsnata","tavşan","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lışmakbaağırlık","lışmak","baağırlık","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lışmakkarıimak","lışmak","karıimak","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lışmakmasaj","lışmak","masaj","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lışmakonur","lışmak","onur","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ltzaptal","ltz","aptal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ltzbatman","ltz","batman","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ltzçiftluk","ltz","çiftluk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ltzdürüst","ltz","dürüst","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ltzgiriayet","ltz","giriayet","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ltzmüliş","ltz","müliş","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ltzplanlama","ltz","planlama","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ltzsemertli","ltz","semertli","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lunmakistek","lunmak","istek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lunmaksarir","lunmak","sarir","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"macenomuzluk","macen","omuzluk","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"macentopçu","macen","topçu","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maclamkitap","maclam","kitap","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maclamyahım","maclam","yahım","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maddeateş","madde","ateş","unrelated","word","word",0.130866394589256,-0.626745256068116,0.602727308643139,0.055961825703516,116,126,128,6,0.984375,120,127,7,0.94488188976378,TRUE,TRUE,TRUE
"maddedavu","madde","davu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maddeparçacık","madde","parçacık","related","word","word",0.452730716973623,0.0231041821450929,1.02276316846449,0.0873805545008292,137,151,159,9,0.949685534591195,151,158,10,0.955696202531646,TRUE,TRUE,TRUE
"mädelverişli","mäd","elverişli","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mädmutmi","mäd","mutmi","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mafyabitiş","mafya","bitiş","unrelated","word","word",0.128113927172989,-0.493950604826277,0.654274811805072,0.0667766433532466,96,101,104,3,0.971153846153846,96,105,2,0.914285714285714,TRUE,TRUE,TRUE
"mafyaderum","mafya","derum","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mafyakartel","mafya","kartel","related","word","word",0.532350172181414,0.443736621929169,1.36800709594404,0.131636544182768,108,114,155,5,0.735483870967742,150,155,5,0.967741935483871,FALSE,TRUE,TRUE
"mahkemehakim","mahkeme","hakim","related","word","word",0.472963417853262,-0.440070666019579,0.593888139116565,0.0579575478287124,105,111,111,4,1,105,111,4,0.945945945945946,TRUE,TRUE,TRUE
"mahkemekazabeth","mahkeme","kazabeth","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mahkemeyerine geçirmek","mahkeme","yerine geçirmek","unrelated","word","word",NA,0.482939538874629,1.07409884163845,0.100160233435321,115,125,133,6,0.93984962406015,130,134,5,0.970149253731343,FALSE,TRUE,TRUE
"mahlekarargah","mahle","karargah","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mahlesonsüz","mahle","sonsüz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mahremgizlilik","mahrem","gizlilik","related","word","word",0.421910773666637,-0.485817064795251,0.498797334123346,0.041000888300245,148,159,162,5,0.981481481481482,151,162,5,0.932098765432099,TRUE,TRUE,TRUE
"mahremsıçan","mahrem","sıçan","unrelated","word","word",0.0549567670929047,-0.19240634631701,0.681714460101551,0.0584565326893026,136,150,158,5,0.949367088607595,145,158,5,0.917721518987342,TRUE,TRUE,TRUE
"mahremzafenlayıcı","mahrem","zafenlayıcı","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mailerlepozisyon","mailerle","pozisyon","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mailerleyalauren","mailerle","yalauren","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maımçu","maım","çu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maımgezinmek","maım","gezinmek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"makalegazete","makale","gazete","related","word","word",0.563849759823499,-0.559868310010674,0.523418289647338,0.0494583795024868,112,125,127,8,0.984251968503937,118,128,7,0.921875,TRUE,TRUE,TRUE
"makaleşarrik","makale","şarrik","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"makaletin","makale","tin","unrelated","word","word",0.0765881723193319,0.753165572012449,1.48465826167385,0.154786323753959,92,114,320,22,0.35625,305,322,20,0.947204968944099,TRUE,TRUE,TRUE
"makmondeğerlendirme","makmon","değerlendirme","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"makmonroürettik","makmon","roürettik","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"makselhediye","maksel","hediye","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"makseltange","maksel","tange","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"makul olmventryatardamar","makul olmventry","atardamar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"makul olmventryhainançlamak","makul olmventry","hainançlamak","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
