"word_combo","cs_cue","cs_target","type","cue_type","target_type","cs_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"pomalurac","pomalu","rac","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"pomalurychle","pomalu","rychle","related","word","word",0.586003851378654,-0.937427205005627,NA,NA,1,FALSE
"pomalustát","pomalu","stát","unrelated","word","word",0.0856317904876869,-0.725960404910894,0.258189404902445,0.115465812086417,5,FALSE
"pomalýrychlý","pomalý","rychlý","related","word","word",0.597612299162449,-0.810762895052789,0.328027324177103,0.231950345340107,2,FALSE
"pomalývláda","pomalý","vláda","unrelated","word","word",0.112943237127789,-0.859571345631133,0.118928204883317,0.068663231103622,3,FALSE
"pomalývlastsovatel","pomalý","vlastsovatel","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"pomstapředmět","pomsta","předmět","unrelated","word","word",0.0766428380595359,-0.526156308791789,0.118381905098303,0.0591909525491516,4,FALSE
"pomstasestřična","pomsta","sestřična","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"pomstaspravedlnost","pomsta","spravedlnost","related","word","word",0.432270481663,0.110084572847909,0.783742644475367,0.55418973861361,2,FALSE
"pondělíauto","pondělí","auto","unrelated","word","word",0.148089059516247,-0.875381550839059,0.208642710168864,0.147532675205543,2,FALSE
"pondělíkouuznána","pondělí","kouuznána","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"pondělíúterý","pondělí","úterý","related","word","word",0.741960644989788,-0.286909675272089,1.18245713051727,0.836123455451148,2,FALSE
"poneslibovatgay","poneslibovat","gay","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"poneslibovatpldát","poneslibovat","pldát","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"poneslyšenípokoustat","poneslyšení","pokoustat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"poneslyšenístroj","poneslyšení","stroj","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ponížitfantashou","ponížit","fantashou","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ponížitsdělení","ponížit","sdělení","unrelated","word","word",0.135860506518394,-0.455621052686212,0.285772574719583,0.202071725461356,2,FALSE
"ponížitskromný","ponížit","skromný","related","word","word",0.221644531664572,-0.476194195765613,0.517910901245202,0.299015998250159,3,FALSE
"ponorkačlun","ponorka","člun","related","word","word",0.440737439709806,NA,NA,NA,NA,NA
"ponorkamorfium","ponorka","morfium","unrelated","word","word",0.131301678349986,0.96407024777626,0.663351957329242,0.331675978664621,4,FALSE
"ponorkavýslechal","ponorka","výslechal","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ponyjitkvalita","ponyjit","kvalita","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ponyjitrychkačka","ponyjit","rychkačka","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"poøáťdélka","poøáť","délka","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"poøáťpříchu","poøáť","příchu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"popeldoznatčit","popel","doznatčit","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"popelněco","popel","něco","unrelated","word","word",0.0938335517104076,-0.41193469688986,0.96510765510095,0.68243416749693,2,FALSE
"popelprach","popel","prach","related","word","word",0.663969773951243,-0.801641541633971,0.0967276803798597,0.0683967987250438,2,FALSE
"poplachalarm","poplach","alarm","related","word","word",0.5852914279503,-0.186792671927978,0.606686754893083,0.21449615922048,8,FALSE
"poplachsopad","poplach","sopad","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"poplachumýt","poplach","umýt","unrelated","word","word",0.0604515166214797,-0.721807913870238,0.144380582166175,0.0833581679793962,3,FALSE
"popsatsprávspirace","popsat","správspirace","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"popsattalent","popsat","talent","unrelated","word","word",0.105962677372522,-1.10713078957516,0.238794526915799,0.168853229292395,2,FALSE
"popsatvyjádřit","popsat","vyjádřit","related","word","word",0.506582217739287,-0.585869961053457,NA,NA,1,FALSE
"populacelidé","populace","lidé","related","word","word",0.242204948253278,-0.868561345383722,0.209030672239372,0.0934813585019428,5,FALSE
"populacezachránce","populace","zachránce","unrelated","word","word",0.107883219159985,0.401677877037513,2.68260019299614,1.19969527759869,5,FALSE
"populacezapomelisy","populace","zapomelisy","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"porčouintelektuální","porčou","intelektuální","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"porčouobáltina","porčou","obáltina","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"poříšdro","poříš","dro","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"poříšmedailon","poříš","medailon","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"pornoakatá","porno","akatá","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"pornofilm","porno","film","related","word","word",0.501590604626909,-0.780088036506034,0.23485189689709,0.135591805893229,3,FALSE
"pornopřítel","porno","přítel","unrelated","word","word",0.144426263739515,NA,NA,NA,NA,NA
"portálbrána","portál","brána","related","word","word",0.528712579955919,-0.386352600378072,0.3506884381718,0.14316795536908,6,FALSE
"portálslabý","portál","slabý","unrelated","word","word",0.10015209408455,-0.15909770990485,0.493623451554985,0.284993632633583,3,FALSE
"portáluchána","portál","uchána","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"portěnkakristý","portěnka","kristý","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"portěnkasnídaně","portěnka","snídaně","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"posádkahlekop","posádka","hlekop","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"posádkaloď","posádka","loď","related","word","word",0.541514332389607,0.122060513835213,NA,NA,1,FALSE
"posádkanástroj","posádka","nástroj","unrelated","word","word",0.0514247606095096,-0.812407575727664,0.240137551584736,0.169802891143101,2,FALSE
"posistkaosud","posistka","osud","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"posistkavzpomální","posistka","vzpomální","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"poškrábatoponent","poškrábat","oponent","unrelated","word","word",0.0526102144377722,-0.218110505499313,0.176543288520446,0.12483495648578,2,FALSE
"poškrábatpohmoždit","poškrábat","pohmoždit","related","word","word",0.506012264934407,-0.684383453237187,0.0176290376088675,0.0124656120390229,2,FALSE
"poškrábatptátvit","poškrábat","ptátvit","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"poslechčovatodměna","poslechčovat","odměna","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"poslechčovatosort","poslechčovat","osort","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"poslechlenítkáň","poslechlení","tkáň","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"poslechlenížvýty","poslechlení","žvýty","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"poslechzenívysvit","poslechzení","vysvit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"poslechzenízemřít","poslechzení","zemřít","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"poslouchatslyšet","poslouchat","slyšet","related","word","word",0.548058189026052,-0.266546772025102,0.482970223463634,0.341511520122318,2,FALSE
"poslouchatsonda","poslouchat","sonda","unrelated","word","word",0.0741330066075607,-0.366257720720622,0.621371555639989,0.358749034915524,3,FALSE
"poslouchatstřelnout","poslouchat","střelnout","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"poslouskýmalibi","poslouským","alibi","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"poslouskýmvzkvétahovat","poslouským","vzkvétahovat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"posmímfrandený","posmím","frandený","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"posmímvěděl","posmím","věděl","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"poštafax","pošta","fax","related","word","word",0.361564365321082,-0.225866351806219,NA,NA,1,FALSE
"poštakámen","pošta","kámen","unrelated","word","word",0.0783764107188893,-0.337903293006413,NA,NA,1,FALSE
"poštapoddia","pošta","poddia","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"postaveníelekbrný","postavení","elekbrný","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"postavenípozice","postavení","pozice","related","word","word",0.535610261747724,-0.858668559618715,0.0937089710581969,0.066262248893265,2,FALSE
"postaveníšpinavý","postavení","špinavý","unrelated","word","word",0.0447906610345204,-0.0110276845347215,0.643163517921274,0.371330630204794,3,FALSE
"postehnovce","posteh","novce","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"postehsetkání","posteh","setkání","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"postupovatijď","postupovat","ijď","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"postupovatmajonéza","postupovat","majonéza","unrelated","word","word",0.13068742814172,-0.264239348988501,0.601607017853153,0.347337973703886,3,FALSE
"postupovatpokračovat","postupovat","pokračovat","related","word","word",0.483440794174522,0.616332405867533,NA,NA,1,FALSE
"posvětluarchienix","posvětlu","archienix","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"posvětluprodej","posvětlu","prodej","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"potektgesři","potekt","gesři","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"potektšéf","potekt","šéf","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"potenciálinstrace","potenciál","instrace","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"potenciálpaže","potenciál","paže","unrelated","word","word",0.0840177355936244,-0.447888512727785,0.379999671367803,0.268700344472833,2,FALSE
"potenciáltalent","potenciál","talent","related","word","word",0.550534965535223,-0.386202900896869,0.04765499903236,0.0336971729732201,2,FALSE
"potěšeníinrenční","potěšení","inrenční","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"potěšenímístní","potěšení","místní","unrelated","word","word",0.110281597972307,-0.522122637343927,NA,NA,1,FALSE
"potěšeníradost","potěšení","radost","related","word","word",0.590651777420573,-0.792266112991692,0.257186757220296,0.181858500061849,2,FALSE
"potížnathačit","potíž","nathačit","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"potížproblém","potíž","problém","related","word","word",0.557167096504113,-0.688953108999385,NA,NA,1,FALSE
"potížsenátor","potíž","senátor","unrelated","word","word",0.0443775276469197,-0.182723459836562,0.759117808781017,0.339487804673008,5,FALSE
"potrestatsevladní","potrestat","sevladní","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"potrestatzatknout","potrestat","zatknout","related","word","word",0.524766220999798,0.185108712711439,0.325795512564284,0.230372216214352,2,FALSE
"potrestatzávod","potrestat","závod","unrelated","word","word",0.0274866168646811,-0.0574989712915039,1.54171759022043,0.689477066768007,5,FALSE
"potvrzeníelegantní","potvrzení","elegantní","unrelated","word","word",0.0279019370727875,0.942714608610739,0.144180555885644,0.101951048781985,2,FALSE
"potvrzenílatel","potvrzení","latel","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"potvrzenípotvrdit","potvrzení","potvrdit","related","word","word",0.558894085929006,3.13478532494711,NA,NA,1,FALSE
"poušťfinancování","poušť","financování","unrelated","word","word",0.0761210088296776,-0.287614925576903,0.588699476852428,0.339885801432541,3,FALSE
"poušťronér","poušť","ronér","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"poušťúdolí","poušť","údolí","related","word","word",0.437105074835812,-0.469940455919682,0.668972357656824,0.386231370773586,3,FALSE
"povajnětspravedlnost","povajnět","spravedlnost","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"povajnětzakárech","povajnět","zakárech","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"pověšeníchutnáška","pověšení","chutnáška","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"pověšenípodnikatel","pověšení","podnikatel","unrelated","word","word",0.00795188312754369,-0.372291221215401,NA,NA,1,FALSE
"pověšenípoprava","pověšení","poprava","related","word","word",0.448552218694969,0.825167990392651,1.6772953596239,1.18602692284279,2,FALSE
"povíchodcart","povíchod","cart","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"povíchodkolaps","povíchod","kolaps","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"povídatatentání","povídat","atentání","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"povídatmluvit","povídat","mluvit","related","word","word",0.65926389690865,-0.414241489962974,0.917864490236106,0.410481478860225,5,FALSE
"povídatupír","povídat","upír","unrelated","word","word",0.138469463948525,-0.425762336792471,0.197655968804084,0.114116726795974,3,FALSE
"povolenícynický","povolení","cynický","unrelated","word","word",0.0863285515583684,-0.0343908647632033,NA,NA,1,FALSE
"povoleníschválení","povolení","schválení","related","word","word",0.53246050201551,-0.673409860412594,0.174147109859165,0.100543880755784,3,FALSE
"povolenísmarva","povolení","smarva","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"požadavekkuja","požadavek","kuja","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"požadaveklev","požadavek","lev","unrelated","word","word",0.144585218889608,-1.01245566049607,0.00654060983618993,0.00462490956826533,2,FALSE
"požadavekžádost","požadavek","žádost","related","word","word",0.576398942248733,NA,NA,NA,NA,NA
"pozděbrzy","pozdě","brzy","related","word","word",0.435408205457736,-0.918030974663174,NA,NA,1,FALSE
"pozděvlk","pozdě","vlk","unrelated","word","word",0.083692901873566,-0.660099767380526,0.34548420222697,0.244294222187515,2,FALSE
"pozdězrcachat","pozdě","zrcachat","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"pozdrapřiměřenýlegrační","pozdrapřiměřený","legrační","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"pozdrapřiměřenýprazkumník","pozdrapřiměřený","prazkumník","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"pozhroutikanágram","pozhroutika","nágram","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"pozhroutikavíčko","pozhroutika","víčko","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"pozitivnínegativní","pozitivní","negativní","related","word","word",0.77148373494007,-0.0609035025116795,0.596858946623626,0.344596673501387,3,FALSE
"pozitivnípraštit","pozitivní","praštit","unrelated","word","word",0.0580197004456916,-0.399453385715769,0.443450241623367,0.198316976981711,5,FALSE
"pozitivnízkutor","pozitivní","zkutor","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"pozivlastnídopis","pozivlastní","dopis","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"pozivlastnívýkypr","pozivlastní","výkypr","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"poznakpovrch","poznak","povrch","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"poznakšekzat","poznak","šekzat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"poznatbatprakticky","poznatbat","prakticky","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"poznatbatzoříň","poznatbat","zoříň","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"pozornostpodzim","pozornost","podzim","unrelated","word","word",0.0373516189271132,NA,NA,NA,NA,NA
"pozornostpřitahovat","pozornost","přitahovat","related","word","word",0.353516880270161,-0.0409770905768208,0.585674885639936,0.414134683206654,2,FALSE
"pozornostsuh","pozornost","suh","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"pozorováníhodnocení","pozorování","hodnocení","related","word","word",0.447779899321261,-0.13369971771949,0.452931985150205,0.261500403551062,3,FALSE
"pozorovánítrůn","pozorování","trůn","unrelated","word","word",0.0412076753025638,-0.635755319551659,NA,NA,1,FALSE
"pozorovánívěhlavní","pozorování","věhlavní","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"pozorstvístaken","pozorství","staken","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"pozorstvízranění","pozorství","zranění","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"pozůstaciálpozorutrestaný","pozůstaciál","pozorutrestaný","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"pozůstaciálzáměr","pozůstaciál","záměr","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"pralesdoltit","prales","doltit","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"pralesles","prales","les","related","word","word",0.514700929742189,-0.696616895633576,0.309439379567812,0.218806683658558,2,FALSE
"praleszranění","prales","zranění","unrelated","word","word",0.0616063637697583,-0.259053313841692,0.151483102432739,0.107114728965366,2,FALSE
"pranikasischař","pranik","asischař","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"pranikúplný","pranik","úplný","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"přanmovým","přan","movým","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"pranosever","prano","sever","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"pranovtip se","prano","vtip se","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"přansdělit","přan","sdělit","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"prasklinadíra","prasklina","díra","related","word","word",0.567324495901996,-0.206403043579557,0.912304936913955,0.526719500910297,3,FALSE
"prasklinaneustájmout","prasklina","neustájmout","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"prasklinapsychologie","prasklina","psychologie","unrelated","word","word",0.10512133471736,0.4553903594935,0.92546193105023,0.413879157683307,5,FALSE
"prasknoutexplodovat","prasknout","explodovat","related","word","word",0.579445309888239,-0.548255410645927,0.212784946838644,0.122851446336792,3,FALSE
"prasknoutgalaxie","prasknout","galaxie","unrelated","word","word",0.13368409271053,NA,NA,NA,NA,NA
"prasknoutprositost","prasknout","prositost","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"prasknýtmr","praskný","tmr","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"prasknývážit si","praskný","vážit si","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"prastýanglatačtina","prastý","anglatačtina","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
