"word_combo","cs_cue","cs_target","type","cue_type","target_type","cs_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"stínpřehrous","stín","přehrous","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"stínstudie","stín","studie","unrelated","word","word",0.072574154033652,-0.673855335759041,0.332429934921503,0.235063461252397,2,FALSE
"stíntemný","stín","temný","related","word","word",0.401949379584727,-0.240828523408229,0.377934967863703,0.169017655843488,5,FALSE
"štítkřesšlu","štít","křesšlu","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"štítnespravedlivý","štít","nespravedlivý","unrelated","word","word",0.146846541110314,0.134664380756464,0.476251790868711,0.274964099660092,3,FALSE
"štítzbroj","štít","zbroj","related","word","word",0.38084527848715,0.108342797400538,0.245106606060998,0.173316543259352,2,FALSE
"stížnostkomeranč","stížnost","komeranč","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"stížnostměsto","stížnost","město","unrelated","word","word",0.0317043488572104,-0.851855726019285,0.208261127466363,0.147262855489022,2,FALSE
"stížnostobvinění","stížnost","obvinění","related","word","word",0.506831528416783,-0.713771428019673,0.450824056172889,0.318780747241875,2,FALSE
"stojnýoslarika","stojný","oslarika","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"stojnýžert","stojný","žert","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"stoletídesetiletí","století","desetiletí","related","word","word",0.643138139714629,-0.213008855315196,NA,NA,1,FALSE
"stoletíparfua","století","parfua","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"stoletíprotichůdný","století","protichůdný","unrelated","word","word",0.129194638363797,0.0930656671316372,0.601247128108993,0.268885889945647,5,FALSE
"šťounutíarfielda","šťounutí","arfielda","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"šťounutíkachna","šťounutí","kachna","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"strážnetickýchutnáška","strážnetický","chutnáška","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"strážnetickýkravata","strážnetický","kravata","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"strážtujícíodpadky","strážtující","odpadky","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"strážtujícíova","strážtující","ova","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"strčejížďce","str","čejížďce","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"strchlapec","str","chlapec","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"střebicejiď","střebice","jiď","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"střebicepodzim","střebice","podzim","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"středinahad","středina","had","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"středinaobžet","středina","obžet","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"středkařím","středka","řím","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"středkasvona","středka","svona","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"střednictvílamena","střednictví","lamena","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"střednictvívybrat","střednictví","vybrat","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"střejítbezchutný","střejít","bezchutný","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"střejítkrálovství","střejít","království","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"střelecnepleťtí","střelec","nepleťtí","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"střelecodstřelovač","střelec","odstřelovač","related","word","word",0.637831465362597,-0.470508360875884,NA,NA,1,FALSE
"střelecpovinnost","střelec","povinnost","unrelated","word","word",0.0511928456957339,-0.722621803800234,NA,NA,1,FALSE
"střelný prachdynamit","střelný prach","dynamit","related","word","word",NA,-0.921122383225335,NA,NA,1,FALSE
"střelný prachposlanží","střelný prach","poslanží","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"střelný prachutečenec","střelný prach","utečenec","unrelated","word","word",0,0.167256732223367,0.63003895014318,0.363753157465114,3,FALSE
"střerakterbabička","střerakter","babička","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"střerakterpřehrous","střerakter","přehrous","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"stresdeprese","stres","deprese","related","word","word",0.43120237819994,-0.61825844145811,0.0769993135923229,0.054446736787841,2,FALSE
"streskočka","stres","kočka","unrelated","word","word",0.107547566582243,0.118356924407988,NA,NA,1,FALSE
"stressrol","stres","srol","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"střetdárníuniknout","střetdární","uniknout","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"střetdárnízdralota","střetdární","zdralota","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"střevenéharbý","střevené","harbý","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"střevenéúterý","střevené","úterý","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"stříginaplačtetický","střígina","plačtetický","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"stříginapřijmout","střígina","přijmout","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"stříkovnífotograstvím","stříkovní","fotograstvím","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"stříkovnízadek","stříkovní","zadek","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"střínotadolar","střínota","dolar","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"střínotastej","střínota","stej","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"střípodaatlangley","střípoda","atlangley","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"střípodafestival","střípoda","festival","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"stříprávíkrovis","střípráví","krovis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"stříprávíplot","střípráví","plot","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"stříritavěmém","střírita","věmém","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"stříritazrádce","střírita","zrádce","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"střízlivýopilý","střízlivý","opilý","related","word","word",0.587268167785934,-0.368762025837993,0.105099808439168,0.0743167872487431,2,FALSE
"střízlivýširoký","střízlivý","široký","unrelated","word","word",0.126783544843006,-0.693433999726587,NA,NA,1,FALSE
"střízlivývrbí","střízlivý","vrbí","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"strosval","stro","sval","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"strotroutival","stro","troutival","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"strukceněníneustále","strukcenění","neustále","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"strukceněnívapouška","strukcenění","vapouška","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"strýcdřebi","strýc","dřebi","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"strýcsledovat","strýc","sledovat","unrelated","word","word",0.128437633555534,-0.926172324325004,0.116043112158538,0.0669975220423341,3,FALSE
"strýctáta","strýc","táta","related","word","word",0.596202778945724,-1.04775814257034,0.28369407215122,0.126871846028772,5,FALSE
"studentstrategie","student","strategie","unrelated","word","word",0.068014866891817,0.325293238145421,1.10279344029587,0.493184219528485,5,FALSE
"studentučitel","student","učitel","related","word","word",0.689179386085903,-0.43010121526988,0.448335889738197,0.258846846627719,3,FALSE
"studentvýkypr","student","výkypr","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"stůlkancelář","stůl","kancelář","related","word","word",0.366885051424482,-0.593278193635723,0.443047156001644,0.313281648394177,2,FALSE
"stůlnámořskou","stůl","námořskou","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"stůlocel","stůl","ocel","unrelated","word","word",0.121096748408592,0.153785228022424,NA,NA,1,FALSE
"stůlpovak","stůl","povak","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"stůlreaktor","stůl","reaktor","unrelated","word","word",0.148551440871381,-0.103778336998693,0.725114646227285,0.418645136192663,3,FALSE
"stůlžidle","stůl","židle","related","word","word",0.512786208273909,-1.07237639531469,0.251624742085273,0.145275612577703,3,FALSE
"stumaobous","stuma","obous","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"stumapropuštění","stuma","propuštění","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"stuvingchvátěrka","stuving","chvátěrka","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"stuvingkomisař","stuving","komisař","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"stůzabotáchtě","stůza","botáchtě","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"stůzamistrovství","stůza","mistrovství","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"stýniepřání","stýnie","přání","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"stýnieprotistřelný","stýnie","protistřelný","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"suchýmokrý","suchý","mokrý","related","word","word",0.573694359432075,-0.423549574157026,0.418761661614957,0.24177215805969,3,FALSE
"suchýneznámý","suchý","neznámý","unrelated","word","word",0.130290481770778,-0.380436204287648,0.0227585999251168,0.0160927603373618,2,FALSE
"suchýženvo","suchý","ženvo","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"sukněšaty","sukně","šaty","related","word","word",0.477186592694152,-0.540396320635208,0.169309798760669,0.0977510578909134,3,FALSE
"sukněumožda","sukně","umožda","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"sukněvyšetřovatel","sukně","vyšetřovatel","unrelated","word","word",0.00184571079698748,-0.668461680875569,0.161185327998434,0.113975238455471,2,FALSE
"supermanbatman","superman","batman","related","word","word",0.611532863656687,0.512195990371311,1.20654720211488,0.539584312398209,5,FALSE
"supermanpozoruhodný","superman","pozoruhodný","unrelated","word","word",0.0977060908592351,-0.0943953046273783,0.464821327157269,0.207874416983065,5,FALSE
"supermanwilný","superman","wilný","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"svačinaoběd","svačina","oběd","related","word","word",0.512418134467942,-0.874770169098515,0.21607483336513,0.152787979916236,2,FALSE
"svačinapředpočích","svačina","předpočích","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"svačinaprototyp","svačina","prototyp","unrelated","word","word",0.105569661694819,-0.497405981706196,0.0680649485462014,0.0481291866781324,2,FALSE
"sválivotoný","sváliv","otoný","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"sválivsvíčka","sváliv","svíčka","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"svátvadálnice","svátva","dálnice","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"svátvapřecit","svátva","přecit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"svázatchlazero","svázat","chlazero","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"svázatkravata","svázat","kravata","related","word","word",0.19541429346177,NA,NA,NA,NA,NA
"svázatobvyklý","svázat","obvyklý","unrelated","word","word",0.0880388235707412,-0.697163631653145,0.404310610954902,0.285890774711887,2,FALSE
"svažkamarketing","svažka","marketing","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"svažkapřífekční","svažka","přífekční","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"svěboctvídohoda","svěboctví","dohoda","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"svěboctvírulek","svěboctví","rulek","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"svěcháaktivovat","svěchá","aktivovat","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"svěcháontotický","svěchá","ontotický","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"svědectvídůkaz","svědectví","důkaz","related","word","word",0.392144685274775,-0.557193241571022,0.356822054249881,0.206011309073964,3,FALSE
"svědectvídveře","svědectví","dveře","unrelated","word","word",0.145335661053944,-0.864170114152116,0.190931741541859,0.135009129188006,2,FALSE
"svědectvíneslavný","svědectví","neslavný","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"svědekkardirant","svědek","kardirant","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"svědeksvědectví","svědek","svědectví","related","word","word",0.470954841233815,-0.438444309502743,0.571500976632286,0.202056108015712,8,FALSE
"svědekzklamání","svědek","zklamání","unrelated","word","word",0.103450739061599,-0.940519165733979,0.280624103719836,0.162018401823745,3,FALSE
"svěhývylécích","svěhý","vylécích","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"svěhývyšetřovatel","svěhý","vyšetřovatel","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"světketbalčasto","světketbal","často","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"světketbalčtyřlení","světketbal","čtyřlení","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"svíhřbenakardirant","svíhřbena","kardirant","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"svíhřbenatenis","svíhřbena","tenis","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"svobodademokracie","svoboda","demokracie","related","word","word",0.538245402400562,0.238988744385112,0.0712905118484261,0.050410004362282,2,FALSE
"svobodahluchý","svoboda","hluchý","unrelated","word","word",0.139136771666097,-0.836366658012841,0.326398561903643,0.145969874434944,5,FALSE
"svobodazdržit","svoboda","zdržit","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"svobodněnauta","svobodně","nauta","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"svobodnětam","svobodně","tam","unrelated","word","word",0.141376877550348,-0.877944831906028,0.100552715900505,0.0711015072799713,2,FALSE
"svobodněvolný","svobodně","volný","related","word","word",0.351753142190712,-0.273665000767811,1.08084127796162,0.764270197032995,2,FALSE
"svrvalépor","svrva","lépor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"svrvanebezpečí","svrva","nebezpečí","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"svukmakdo","svuk","makdo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"svukmikroskop","svuk","mikroskop","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"svursosladký","svur","sosladký","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"svurzmizení","svur","zmizení","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"symptomhlulý","symptom","hlulý","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"symptomsyndrom","symptom","syndrom","related","word","word",0.501756838592334,-0.673809921789014,NA,NA,1,FALSE
"symptomvesnice","symptom","vesnice","unrelated","word","word",0.0820153092099648,-0.537561833900392,NA,NA,1,FALSE
"systnávlastnictvo","syst","návlastnictvo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"systvýchodní","syst","východní","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tabákcigareta","tabák","cigareta","related","word","word",0.43042006621649,-0.366071171977695,NA,NA,1,FALSE
"tabákcvičit","tabák","cvičit","unrelated","word","word",0.148246463324101,-0.61907289727451,0.499016936708382,0.288107562738767,3,FALSE
"tabákvylécích","tabák","vylécích","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tabletakenvý","tableta","kenvý","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tabletapalivo","tableta","palivo","unrelated","word","word",0.0985848667723087,NA,NA,NA,NA,NA
"tabletapilulka","tableta","pilulka","related","word","word",0.581035203338138,-0.536366545518768,0.423824988091591,0.24469547096397,3,FALSE
"táborpivo","tábor","pivo","unrelated","word","word",0.0976267308409724,-0.556627137328956,0.294873961861009,0.170245561257465,3,FALSE
"táborsrovtění","tábor","srovtění","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"táborvesnice","tábor","vesnice","related","word","word",0.384873627119015,-0.761529878799498,0.298175612508472,0.133348187760316,5,FALSE
"tacujeneršený","tacuj","eneršený","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tacujráno","tacuj","ráno","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tadyhlouyo","tady","hlouyo","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tadypropuštění","tady","propuštění","unrelated","word","word",0.144523054424204,1.85661431415411,NA,NA,1,FALSE
"tadytam","tady","tam","related","word","word",0.656578902954731,-0.686961968899997,0.256579259077848,0.128289629538924,4,FALSE
"táhřitbomant","táhřit","bomant","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"táhřitprinc","táhřit","princ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tambasust","tamba","sust","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tambazáznam","tamba","záznam","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"taminsuh","tamin","suh","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"taminuvnitř","tamin","uvnitř","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tanečníkbiologie","tanečník","biologie","unrelated","word","word",0.102730629870061,0.130156306612895,0.157713382998397,0.111520202602038,2,FALSE
"tanečníklenostní","tanečník","lenostní","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tanečníktanec","tanečník","tanec","related","word","word",0.503683648957958,0.486185202211525,1.67638566106496,1.18538366882292,2,FALSE
"tápecfykrátký","tápec","fykrátký","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tápecvinný","tápec","vinný","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"taprávníknáklalent","taprávník","náklalent","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"taprávníktaška","taprávník","taška","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tarášhlídkovat","taráš","hlídkovat","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tarášpuzva","taráš","puzva","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tatínekmaminka","tatínek","maminka","related","word","word",0.72050628824555,-0.330659806278209,1.09289300334667,0.630982069677657,3,FALSE
"tatínekobskvělý","tatínek","obskvělý","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tatínekvýroba","tatínek","výroba","unrelated","word","word",0.146407100794759,-0.843953254547248,0.229971779106501,0.162614604487742,2,FALSE
"tatížíchromantický","tatížích","romantický","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tatížíchsajrain","tatížích","sajrain","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tátlimuzína","tát","limuzína","unrelated","word","word",0.100121219340294,-0.0384757854033022,0.853545599123686,0.603547881192293,2,FALSE
"tátspektila","tát","spektila","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tátzmrazit","tát","zmrazit","related","word","word",0.332683522633704,NA,NA,NA,NA,NA
"taxilimuzína","taxi","limuzína","related","word","word",0.46429092030768,-0.0740316764235184,NA,NA,1,FALSE
"taxiskromný","taxi","skromný","unrelated","word","word",0.101780819037851,-0.955469942035209,NA,NA,1,FALSE
"taxivýtkat","taxi","výtkat","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"technickýmechanický","technický","mechanický","related","word","word",0.606584149385295,-0.0695530907972875,0.246689008049862,0.142425965203709,3,FALSE
"technickývenuše","technický","venuše","unrelated","word","word",0.0789157568985231,-0.237978045512083,0.505656507369067,0.357553145311773,2,FALSE
"technickýzapůsostroj","technický","zapůsostroj","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"technocebasespal","technoce","basespal","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"technocepravděpodobně","technoce","pravděpodobně","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"technologiepublikum","technologie","publikum","unrelated","word","word",0.118875462378304,NA,NA,NA,NA,NA
"technologiesvdr","technologie","svdr","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"technologievěda","technologie","věda","related","word","word",0.539904124517553,-0.62961498202152,0.538923568035514,0.311147667077937,3,FALSE
"techvovatláhev","techvovat","láhev","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"techvovatrybožant","techvovat","rybožant","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tectavahadice","tectava","hadice","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tectavavýsumé","tectava","výsumé","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tekupechenergie","tekupech","energie","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tekupechnečezblázně","tekupech","nečezblázně","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tekutýbyt","tekutý","byt","unrelated","word","word",0.114782497112638,-0.76098714071209,0.352968188678999,0.133409435423079,7,FALSE
"tekutýtekutina","tekutý","tekutina","related","word","word",0.550889601070952,-1.05274094311145,0.169685147955925,0.0979677658498347,3,FALSE
"tekutýwe","tekutý","we","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"telegramagenřovat","telegram","agenřovat","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"telegramdopis","telegram","dopis","related","word","word",0.693871342435743,-0.876525045734441,0.310839587322455,0.219796780056936,2,FALSE
"telegramvybrat","telegram","vybrat","unrelated","word","word",0.0511984311416761,-0.549033855930133,0.0690549965544863,0.0398689208496213,3,FALSE
"telepýchzápadní","telepých","západní","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"telepýchzastrůjce","telepých","zastrůjce","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tělofinanční","tělo","finanční","unrelated","word","word",0.0787977606663554,-0.561456033084544,0.07212360129873,0.0509990875619269,2,FALSE
"tělomrtvola","tělo","mrtvola","related","word","word",0.45010884580203,NA,NA,NA,NA,NA
"tělosekunstence","tělo","sekunstence","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"teněosobnost","teně","osobnost","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tenězcety","teně","zcety","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tenkýchanmání","tenký","chanmání","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tenkýkněz","tenký","kněz","unrelated","word","word",0.11281170150091,-0.289673664048882,0.771339878610693,0.54541965876523,2,FALSE
"tenkýtlustý","tenký","tlustý","related","word","word",0.483970087787021,-0.334615732939687,0.565622901029621,0.252954251266574,5,FALSE
"tentorobprávník","tentor","obprávník","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tentorpilulka","tentor","pilulka","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"teplokorporace","teplo","korporace","unrelated","word","word",0.0968241721378396,1.04133880800164,2.13848870372249,1.512139863893,2,FALSE
"teplosefekt","teplo","sefekt","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"teploteplota","teplo","teplota","related","word","word",0.520344277720898,-0.668222339660131,NA,NA,1,FALSE
"teplýbudova","teplý","budova","unrelated","word","word",0.0559430342120137,-0.609331485903226,0.297567501445017,0.133076232225165,5,FALSE
"teplýchladný","teplý","chladný","related","word","word",0.468992044652137,1.21546190786685,0.76198685458953,0.538806072055264,2,FALSE
"teplývledír","teplý","vledír","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"teptanáhradní","tepta","náhradní","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"teptazanaut","tepta","zanaut","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"teralandpistole","teraland","pistole","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"teralandpodestvo","teraland","podestvo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"terapieléčba","terapie","léčba","related","word","word",0.621955693267396,-0.727616669563099,0.0521569679758937,0.036880545741884,2,FALSE
"terapieontotický","terapie","ontotický","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"terapieplat","terapie","plat","unrelated","word","word",0.0946257030389726,NA,NA,NA,NA,NA
"terchademopistácie","tercha","demopistácie","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"terchapozdravit","tercha","pozdravit","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"termináldát","terminál","dát","unrelated","word","word",0.116970360779601,0.699314344868581,1.12317666545201,0.648466350146226,3,FALSE
"terminálletiště","terminál","letiště","related","word","word",0.458415716089539,-0.741235673477453,0.315001845270561,0.222739940877089,2,FALSE
"terminálzmraherná","terminál","zmraherná","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tetékapetent","teté","kapetent","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tetékrocan","teté","krocan","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tetofunkčnípozdrateratura","tetofunkční","pozdrateratura","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tetofunkčníurazit","tetofunkční","urazit","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tetováníjizva","tetování","jizva","related","word","word",0.45785111446364,NA,NA,NA,NA,NA
"tetovánímínus","tetování","mínus","unrelated","word","word",0.0895145194702745,0.446655515492169,1.13670370701206,0.656276191232257,3,FALSE
"tetovánínezodpotrestatný","tetování","nezodpotrestatný","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"textbáseň","text","báseň","related","word","word",0.426323260923482,-0.361769634588594,0.274587497105732,0.1585331653701,3,FALSE
"textdos","text","dos","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"texthloupost","text","hloupost","unrelated","word","word",0.100902545034705,0.243673762315806,0.756179648365963,0.436580523539805,3,FALSE
"těžkýtěžce","těžký","těžce","related","word","word",0.373024803036345,-0.632526622939421,NA,NA,1,FALSE
"těžkývakcína","těžký","vakcína","unrelated","word","word",0.0718208344147546,-0.495245605066891,0.506584280324183,0.358209179859737,2,FALSE
"těžkýžolka","těžký","žolka","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tholitpotev","tholit","potev","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tholitžidle","tholit","židle","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tibonďábel","tibon","ďábel","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tibonpoddia","tibon","poddia","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tichýklidný","tichý","klidný","related","word","word",0.673929226546529,-0.873878891088284,0.238023185469292,0.106447204586076,5,FALSE
"tichýmouka","tichý","mouka","unrelated","word","word",0.0933997156455595,-0.779863869284209,0.370637376353605,0.262080202180825,2,FALSE
"tichýsklelost","tichý","sklelost","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tichýstýka","tichý","stýka","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tichýumlčet","tichý","umlčet","related","word","word",0.140640390259845,-0.732392825332954,0.355806845838602,0.205425178224429,3,FALSE
"tichývrah","tichý","vrah","unrelated","word","word",0.148304932190435,-0.736137782297403,0.14944757625917,0.0862835983829687,3,FALSE
"timnísynovec","timní","synovec","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"timníudák","timní","udák","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tirestest","tires","test","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tiresznamný","tires","znamný","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tisícova","tisíc","ova","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tisícsluneční","tisíc","sluneční","unrelated","word","word",0.0884556677357181,-0.57572016678113,0.0643469826619592,0.0455001877891645,2,FALSE
"tisícsto","tisíc","sto","related","word","word",0.634486616425111,-0.596052370404377,0.410161006316285,0.183429578368587,5,FALSE
"tišitmapon","tišit","mapon","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tišitposlední","tišit","poslední","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tkaninadůplatnost","tkanina","důplatnost","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tkaninakapesník","tkanina","kapesník","related","word","word",0.263206661070048,-0.796051308758533,0.154089765118217,0.108957917826533,2,FALSE
"tkaninaúterý","tkanina","úterý","unrelated","word","word",0.114238246182251,-0.702424133714247,0.470295288312548,0.210322446832944,5,FALSE
"tkusmimozemšťan","tkus","mimozemšťan","nonword","nonword","word",NA,NA,NA,NA,NA,NA
