"word_combo","ko_cue","ko_target","type","cue_type","target_type","ko_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"얇은감독","얇은","감독","unrelated","word","word",0.121837328627859,NA,NA,NA,NA,NA
"얇은두꺼운","얇은","두꺼운","related","word","word",0.557574842891703,NA,NA,NA,NA,NA
"얇은총장의","얇은","총장의","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"양말러운뷰캐","양말러운","뷰캐","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"양말러운집중","양말러운","집중","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"양육운용감한","양육운","용감한","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"양육운이발","양육운","이발","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"얘기하다기타","얘기하다","기타","unrelated","word","word",NA,NA,NA,NA,NA,NA
"얘기하다알리다","얘기하다","알리다","related","word","word",NA,NA,NA,NA,NA,NA
"얘기하다장담트","얘기하다","장담트","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"어깨무료","어깨","무료","unrelated","word","word",0.138407564628343,NA,NA,NA,NA,NA
"어깨무릎","어깨","무릎","related","word","word",0.418679757357394,NA,NA,NA,NA,NA
"어깨자켓인","어깨","자켓인","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"어다롭군","어다","롭군","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"어다속도","어다","속도","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"어둠남깁","어둠","남깁","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"어둠빛","어둠","빛","related","word","word",0.502110339753932,NA,NA,NA,NA,NA
"어둠사무실","어둠","사무실","unrelated","word","word",0.10233650904963,NA,NA,NA,NA,NA
"어드람의","어드","람의","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"어드백","어드","백","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"어렵 의사레는","어렵 의사","레는","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"어렵 의사탄산 음료","어렵 의사","탄산 음료","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"어리건축가","어리","건축가","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"어리힌다","어리","힌다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"어머니룩의","어머니","룩의","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"어머니아버지","어머니","아버지","related","word","word",0.417736236567356,NA,NA,NA,NA,NA
"어머니초자연적 인 것","어머니","초자연적 인 것","unrelated","word","word",NA,NA,NA,NA,NA,NA
"어질없을히","어질","없을히","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"어질외계인","어질","외계인","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"어쨌하다개인","어쨌하다","개인","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"어쨌하다매력기","어쨌하다","매력기","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"어찌할 형편없는팔","어찌할 형편없는","팔","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"어찌할 형편없는했듯","어찌할 형편없는","했듯","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"언니한뒤쫓다 다","언니한","뒤쫓다 다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"언니한셜을","언니한","셜을","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"언니한의사에게통","언니한","의사에게통","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"언니한정치적인","언니한","정치적인","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"언덕ex크","언덕","ex크","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"언덕반응기","언덕","반응기","unrelated","word","word",NA,NA,NA,NA,NA,NA
"언덕산","언덕","산","related","word","word",0.295722591316521,NA,NA,NA,NA,NA
"언스센티칼에","언스","센티칼에","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"언스전문적인","언스","전문적인","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"언십p의","언십","p의","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"언십그남","언십","그남","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"언십맛있는","언십","맛있는","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"언십알약","언십","알약","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"언제나지속적으로","언제나","지속적으로","related","word","word",0.135156810742269,NA,NA,NA,NA,NA
"언제나컴퓨터","언제나","컴퓨터","unrelated","word","word",0.101580046193784,NA,NA,NA,NA,NA
"언제나태로","언제나","태로","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"언즈렸고","언즈","렸고","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"언즈모르핀","언즈","모르핀","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"얹은.을 더한냐면","얹은.을 더한","냐면","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"얹은.을 더한방해하다","얹은.을 더한","방해하다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"얻겠과학자","얻겠","과학자","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"얻겠사진라나가","얻겠","사진라나가","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"얻다비행","얻다","비행","unrelated","word","word",NA,NA,NA,NA,NA,NA
"얻다이기다","얻다","이기다","related","word","word",NA,NA,NA,NA,NA,NA
"얻다코야","얻다","코야","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"엄마자리티","엄마자","리티","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"엄마자조약","엄마자","조약","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"없듯뿐예뱀","없듯","뿐예뱀","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"없듯황제","없듯","황제","nonword","nonword","word",NA,NA,NA,NA,NA,NA
