"word_combo","ko_cue","ko_target","type","cue_type","target_type","ko_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"채면깝네","채면","깝네","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"채면민주상","채면","민주상","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"채면씹다","채면","씹다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"채면연합","채면","연합","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"채면짓거","채면","짓거","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"채찍한사무실","채찍한","사무실","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"채찍한예후","채찍한","예후","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"책상교회다","책상","교회다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"책상기일","책상","기일","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"책상사무실","책상","사무실","related","word","word",0.503189939775444,NA,NA,NA,NA,NA
"책상성실한","책상","성실한","unrelated","word","word",0.100624916112318,NA,NA,NA,NA,NA
"책상의자","책상","의자","related","word","word",0.469912306277766,NA,NA,NA,NA,NA
"책상헌신","책상","헌신","unrelated","word","word",0.107076823973468,NA,NA,NA,NA,NA
"책임다행있다","책임","다행있다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"책임의무","책임","의무","related","word","word",0.386847207045323,NA,NA,NA,NA,NA
"책임토끼","책임","토끼","unrelated","word","word",0.0805727755059895,NA,NA,NA,NA,NA
"챔피언사 / 넷","챔피언","사 / 넷","unrelated","word","word",NA,NA,NA,NA,NA,NA
"챔피언셜을","챔피언","셜을","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"챔피언전투기","챔피언","전투기","related","word","word",0.342575204208591,NA,NA,NA,NA,NA
"챘죠거였막","챘죠","거였막","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"챘죠신부","챘죠","신부","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"챘죠의도적으로","챘죠","의도적으로","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"챘죠헬리ik","챘죠","헬리ik","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"처에제국","처에","제국","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"처에츠키","처에","츠키","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"척추감탄시키다","척추","감탄시키다","unrelated","word","word",NA,NA,NA,NA,NA,NA
"척추복부","척추","복부","related","word","word",0.599453547294692,NA,NA,NA,NA,NA
"척추엘드","척추","엘드","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"천국단을","천국","단을","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"천국지옥","천국","지옥","related","word","word",0.531335338658654,NA,NA,NA,NA,NA
"천국화난","천국","화난","unrelated","word","word",0.138970290669306,NA,NA,NA,NA,NA
"천백","천","백","related","word","word",0.485505843096149,NA,NA,NA,NA,NA
"천사악마","천사","악마","related","word","word",0.385022796267129,NA,NA,NA,NA,NA
"천사카페다","천사","카페다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"천사포식자","천사","포식자","unrelated","word","word",0.129248764289421,NA,NA,NA,NA,NA
"천이넷","천","이넷","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"천재걸의","천재","걸의","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"천재과학자","천재","과학자","related","word","word",0.398170182659095,NA,NA,NA,NA,NA
"천재호스","천재","호스","unrelated","word","word",0.187162598093855,NA,NA,NA,NA,NA
"천천히모텔","천천히","모텔","unrelated","word","word",0.105113813940284,NA,NA,NA,NA,NA
"천천히빠르게","천천히","빠르게","related","word","word",0.357795265874797,NA,NA,NA,NA,NA
"천천히아지","천천히","아지","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"천호수","천","호수","unrelated","word","word",0.118937625116785,NA,NA,NA,NA,NA
"철금속","철","금속","related","word","word",0.205178046668469,NA,NA,NA,NA,NA
"철아직","철","아직","unrelated","word","word",0.112075470140698,NA,NA,NA,NA,NA
"철에왕","철에","왕","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"철에차리적인","철에","차리적인","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"철은웨이트리스","철은","웨이트리스","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"철은팍에","철은","팍에","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"철체인게","철","체인게","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"철학기혼","철학","기혼","unrelated","word","word",NA,NA,NA,NA,NA,NA
"철학바짝츠","철학","바짝츠","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"철학종교","철학","종교","related","word","word",0.41622299067786,NA,NA,NA,NA,NA
"첩애인","첩","애인","related","word","word",0.435425116732485,NA,NA,NA,NA,NA
"첩염이","첩","염이","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"첩완전히","첩","완전히","unrelated","word","word",0.196724327247911,NA,NA,NA,NA,NA
"첩죄검은 색","첩죄","검은 색","unrelated","word","word",NA,NA,NA,NA,NA,NA
"첩죄사보타주","첩죄","사보타주","related","word","word",NA,NA,NA,NA,NA,NA
"첩죄오겠","첩죄","오겠","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"첫 번째감정을 상하게 하다","첫 번째","감정을 상하게 하다","unrelated","word","word",NA,NA,NA,NA,NA,NA
"첫 번째뛰르","첫 번째","뛰르","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"첫 번째마지막","첫 번째","마지막","related","word","word",NA,NA,NA,NA,NA,NA
"청문회냐면","청문회","냐면","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"청문회무겁게","청문회","무겁게","unrelated","word","word",0.0943802877088533,NA,NA,NA,NA,NA
"청문회재판","청문회","재판","related","word","word",0.487749791776642,NA,NA,NA,NA,NA
"청소년냈소","청소년","냈소","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"청소년어린 시절","청소년","어린 시절","related","word","word",NA,NA,NA,NA,NA,NA
"청소년현실적인","청소년","현실적인","unrelated","word","word",0.131618285459133,NA,NA,NA,NA,NA
"체인모임","체인","모임","unrelated","word","word",0.147470050537074,NA,NA,NA,NA,NA
"체인밧줄","체인","밧줄","related","word","word",0.666457991794841,NA,NA,NA,NA,NA
"체인알리범","체인","알리범","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"쳤나신뢰","쳤나","신뢰","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"쳤나화장자","쳤나","화장자","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"초땡땡","초","땡땡","unrelated","word","word",0,NA,NA,NA,NA,NA
"초록색생겼있는","초록색","생겼있는","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"초록색주황색","초록색","주황색","related","word","word",0.530436966886586,NA,NA,NA,NA,NA
"초록색패키지","초록색","패키지","unrelated","word","word",0.123014019618464,NA,NA,NA,NA,NA
"초분","초","분","related","word","word",0.259854459268041,NA,NA,NA,NA,NA
"초자연의강의","초자연의","강의","unrelated","word","word",NA,NA,NA,NA,NA,NA
"초자연의초자연적 인 것","초자연의","초자연적 인 것","related","word","word",NA,NA,NA,NA,NA,NA
"초자연의톨리","초자연의","톨리","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"초점을 맞추다금하다","초점을 맞추다","금하다","unrelated","word","word",NA,NA,NA,NA,NA,NA
"초점을 맞추다리토","초점을 맞추다","리토","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"초점을 맞추다집중","초점을 맞추다","집중","related","word","word",NA,NA,NA,NA,NA,NA
"초프게","초","프게","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"촌이모자","촌이","모자","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"촌이카페다","촌이","카페다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"총고속도로","총","고속도로","unrelated","word","word",0.113958785333871,NA,NA,NA,NA,NA
"총구스파게티","총구","스파게티","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"총구페랄","총구","페랄","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"총물어지길","총","물어지길","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"총양","총","양","related","word","word",0.134014682419929,NA,NA,NA,NA,NA
"총온전한","총","온전한","related","word","word",0.0844389029014991,NA,NA,NA,NA,NA
"총장대통령","총장","대통령","related","word","word",0.341858007275038,NA,NA,NA,NA,NA
"총장드라","총장","드라","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"총장이빨","총장","이빨","unrelated","word","word",0.144863074523606,NA,NA,NA,NA,NA
"총짓거","총","짓거","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"총태양","총","태양","unrelated","word","word",0.110492560207869,NA,NA,NA,NA,NA
"촬영기모니터","촬영기","모니터","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"촬영기몰을","촬영기","몰을","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"최저한의앙카","최저한의","앙카","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"최저한의정치가","최저한의","정치가","unrelated","word","word",NA,NA,NA,NA,NA,NA
"최저한의최고","최저한의","최고","related","word","word",NA,NA,NA,NA,NA,NA
"추가물삼배","추가물","삼배","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"추가물장담트","추가물","장담트","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"추가의밝히인","추가의","밝히인","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"추가의부가적인","추가의","부가적인","related","word","word",NA,NA,NA,NA,NA,NA
"추가의화가","추가의","화가","unrelated","word","word",NA,NA,NA,NA,NA,NA
"축제가치 있는","축제","가치 있는","unrelated","word","word",NA,NA,NA,NA,NA,NA
"축제잔치","축제","잔치","related","word","word",0.504319712825813,NA,NA,NA,NA,NA
"축제틱스","축제","틱스","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"축하해낫겠한","축하해","낫겠한","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"축하해동물","축하해","동물","unrelated","word","word",0.100174972390312,NA,NA,NA,NA,NA
"축하해환영하다","축하해","환영하다","related","word","word",NA,NA,NA,NA,NA,NA
"출구거짓말 쟁이","출구","거짓말 쟁이","unrelated","word","word",NA,NA,NA,NA,NA,NA
"출구입구","출구","입구","related","word","word",0.585422623844468,NA,NA,NA,NA,NA
"출구편과","출구","편과","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"출생사람들","출생","사람들","unrelated","word","word",0.138838424404374,NA,NA,NA,NA,NA
"출생아질","출생","아질","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"출생임신","출생","임신","related","word","word",0.269474755990795,NA,NA,NA,NA,NA
"출신실통하운","출신실","통하운","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"출신실휴일","출신실","휴일","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"춤추는 사람기랑","춤추는 사람","기랑","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"춤추는 사람생물학","춤추는 사람","생물학","unrelated","word","word",NA,NA,NA,NA,NA,NA
"춤추는 사람춤","춤추는 사람","춤","related","word","word",NA,NA,NA,NA,NA,NA
"춤추는 했대갑판","춤추는 했대","갑판","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"춤추는 했대잘했 사회","춤추는 했대","잘했 사회","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"충성심막인","충성심","막인","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"충성심신문","충성심","신문","unrelated","word","word",0.13754371693609,NA,NA,NA,NA,NA
"충성심정직","충성심","정직","related","word","word",0.33078223642372,NA,NA,NA,NA,NA
"충실도영화","충실도","영화","unrelated","word","word",NA,NA,NA,NA,NA,NA
"충실도통하운","충실도","통하운","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"충실도헌신","충실도","헌신","related","word","word",NA,NA,NA,NA,NA,NA
"충실한성실한","충실한","성실한","related","word","word",0.655768473735262,NA,NA,NA,NA,NA
"충실한저기","충실한","저기","unrelated","word","word",0.112540833633328,NA,NA,NA,NA,NA
"충실한햇빛다","충실한","햇빛다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"취미대뇌의","취미","대뇌의","unrelated","word","word",NA,NA,NA,NA,NA,NA
"취미발정고","취미","발정고","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"취미스포츠","취미","스포츠","related","word","word",0.35280956452606,NA,NA,NA,NA,NA
"츠기게임자","츠기","게임자","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"츠기네번째","츠기","네번째","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"츠나노로","츠나","노로","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"츠나완전히","츠나","완전히","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"층밍턴","층","밍턴","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"층표면","층","표면","related","word","word",0.484974347927892,NA,NA,NA,NA,NA
"층허락하다","층","허락하다","unrelated","word","word",NA,NA,NA,NA,NA,NA
"치냐레슬에","치냐","레슬에","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"치냐보조","치냐","보조","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"치로둘레","치로","둘레","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"치로친밀","치로","친밀","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"치마드레스","치마","드레스","related","word","word",0.466396856588782,NA,NA,NA,NA,NA
"치마바그다","치마","바그다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"치마조사자","치마","조사자","unrelated","word","word",NA,NA,NA,NA,NA,NA
"친척사촌","친척","사촌","related","word","word",0.414139964816222,NA,NA,NA,NA,NA
"친척장소엣","친척","장소엣","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"친척찌꺼기","친척","찌꺼기","unrelated","word","word",0.189139878909248,NA,NA,NA,NA,NA
"침략공격","침략","공격","related","word","word",0.441388311377616,NA,NA,NA,NA,NA
"침략놀라다","침략","놀라다","unrelated","word","word",NA,NA,NA,NA,NA,NA
"침략느꼈","침략","느꼈","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"침할설명","침할","설명","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"침할츠에","침할","츠에","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"칩붓기","칩","붓기","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"칩예민한","칩","예민한","unrelated","word","word",0.132267621668681,NA,NA,NA,NA,NA
"칩장치","칩","장치","related","word","word",0.417305387880573,NA,NA,NA,NA,NA
"칭찬교류스","칭찬","교류스","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"칭찬선물","칭찬","선물","related","word","word",0.27528232160271,NA,NA,NA,NA,NA
"칭찬출입구/게이트","칭찬","출입구/게이트","unrelated","word","word",NA,NA,NA,NA,NA,NA
"카라없는불쾌한","카라없는","불쾌한","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"카라없는키면","카라없는","키면","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"카락~하다","카락","~하다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"카락땄고 건조한","카락","땄고 건조한","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"카락링스","카락","링스","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"카락스타일","카락","스타일","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"카르폼고르","카르폼","고르","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"카르폼고르다","카르폼","고르다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"카메라들먹적이다","카메라","들먹적이다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"카메라마이크로폰","카메라","마이크로폰","related","word","word",NA,NA,NA,NA,NA,NA
"카메라짓다","카메라","짓다","unrelated","word","word",NA,NA,NA,NA,NA,NA
"카에가슴","카에","가슴","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"카에제자지","카에","제자지","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"카이한밝히인","카이한","밝히인","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"카이한운명","카이한","운명","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"카이형이론","카이형","이론","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"카이형포도린","카이형","포도린","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"카인스요","카인","스요","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"카인중요성","카인","중요성","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"카지리멍청한","카지리","멍청한","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"카지리크래","카지리","크래","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"칼텍왼쪽","칼텍","왼쪽","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"칼텍자동히","칼텍","자동히","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"캡슐실망","캡슐","실망","unrelated","word","word",0.128543163395515,NA,NA,NA,NA,NA
"캡슐조사","캡슐","조사","related","word","word",0.281533829277905,NA,NA,NA,NA,NA
"캡슐프릴이","캡슐","프릴이","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"캣이 에이드콘텐츠","캣이 에이드","콘텐츠","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"캣이 에이드활에","캣이 에이드","활에","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"커버하다pe적 인","커버하다","pe적 인","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"커버하다멍청함","커버하다","멍청함","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"컨트적 인사악기","컨트적 인","사악기","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"컨트적 인환상적인 것","컨트적 인","환상적인 것","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"컴퓨차립시다","컴퓨차","립시다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"컴퓨차무겁게","컴퓨차","무겁게","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"컵가치 없는","컵","가치 없는","unrelated","word","word",NA,NA,NA,NA,NA,NA
"컵별탕듯한","컵","별탕듯한","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"컵커피","컵","커피","related","word","word",0.271235254065611,NA,NA,NA,NA,NA
"케에공부하다","케에","공부하다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"케에바짝츠","케에","바짝츠","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"케이블거였운","케이블","거였운","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"케이블온전한","케이블","온전한","unrelated","word","word",0.120752484154199,NA,NA,NA,NA,NA
"케이블철사","케이블","철사","related","word","word",0.46117156439894,NA,NA,NA,NA,NA
"케첩마요네즈","케첩","마요네즈","related","word","word",0.651612171471541,NA,NA,NA,NA,NA
"케첩세계","케첩","세계","unrelated","word","word",0.113271176741625,NA,NA,NA,NA,NA
"케첩센티칼에","케첩","센티칼에","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"켈러성인공의","켈러성","인공의","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"켈러성프루","켈러성","프루","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"켜줘나운","켜줘","나운","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"켜줘록해","켜줘","록해","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"켜줘수술","켜줘","수술","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"켜줘주위에","켜줘","주위에","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"코마들리게 하다루로","코마들리게 하다","루로","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"코마들리게 하다신발","코마들리게 하다","신발","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"코치릿을","코치","릿을","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"코치선수","코치","선수","related","word","word",0.378646319131269,NA,NA,NA,NA,NA
"코치충분한","코치","충분한","unrelated","word","word",0.107781763109236,NA,NA,NA,NA,NA
"코카인원사","코카인","원사","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"코카인헤로인","코카인","헤로인","related","word","word",0.459692330794466,NA,NA,NA,NA,NA
"코카인회전","코카인","회전","unrelated","word","word",0.140829099929781,NA,NA,NA,NA,NA
"콘크리트강철","콘크리트","강철","related","word","word",0.312216023553569,NA,NA,NA,NA,NA
"콘크리트렁을","콘크리트","렁을","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"콘크리트판사","콘크리트","판사","unrelated","word","word",0.136151803986051,NA,NA,NA,NA,NA
"콜롬즌이","콜롬","즌이","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"콜롬투표","콜롬","투표","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"콥스증후군","콥스","증후군","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"콥스흔들다","콥스","흔들다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"콥의너구리","콥의","너구리","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"콥의슨네","콥의","슨네","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"쿠르래와","쿠르","래와","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"쿠르혼례","쿠르","혼례","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"큐는담당하다","큐는","담당하다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"큐는밧줄","큐는","밧줄","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"큐를리토","큐를","리토","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"큐를행사","큐를","행사","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"크기길이","크기","길이","related","word","word",0.242605271304839,NA,NA,NA,NA,NA
"크기빙글","크기","빙글","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"크기알려지지 않은","크기","알려지지 않은","unrelated","word","word",NA,NA,NA,NA,NA,NA
"크루배","크루","배","related","word","word",0.235150442665885,NA,NA,NA,NA,NA
"크루완전히","크루","완전히","unrelated","word","word",0.161268957750364,NA,NA,NA,NA,NA
"크루팍에","크루","팍에","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"크리스마스무기고","크리스마스","무기고","unrelated","word","word",0.0664506600265939,NA,NA,NA,NA,NA
"크리스마스펠은","크리스마스","펠은","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"크리스마스휴일","크리스마스","휴일","related","word","word",0.428014388605434,NA,NA,NA,NA,NA
"크림대대","크림","대대","unrelated","word","word",0.116504844517108,NA,NA,NA,NA,NA
"크림머저","크림","머저","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"크림소스","크림","소스","related","word","word",0.581710781491721,NA,NA,NA,NA,NA
"크업렸소","크업","렸소","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"크업자동차","크업","자동차","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"크죠다비밀클린","크죠다","비밀클린","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"크죠다얼다","크죠다","얼다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"큰거대한","큰","거대한","related","word","word",0.309787316661599,NA,NA,NA,NA,NA
"큰구원자","큰","구원자","unrelated","word","word",0.109764630054999,NA,NA,NA,NA,NA
"큰네를","큰","네를","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"클과까먹의","클과","까먹의","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"클과무료","클과","무료","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"클럽깔보","클럽","깔보","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"클럽변명","클럽","변명","unrelated","word","word",0.145866884372883,NA,NA,NA,NA,NA
"클럽술집","클럽","술집","related","word","word",0.358374757590492,NA,NA,NA,NA,NA
"클레세차수 없는","클레","세차수 없는","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"클레초콜릿","클레","초콜릿","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"키면트럭","키면","트럭","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"키면호색트","키면","호색트","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"키모한즐거운","키모한","즐거운","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"키모한콥터가","키모한","콥터가","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"킬로그램","킬로","그램","related","word","word",0.608398722461999,NA,NA,NA,NA,NA
"킬로미터명예","킬로미터","명예","unrelated","word","word",NA,NA,NA,NA,NA,NA
"킬로미터미터","킬로미터","미터","related","word","word",NA,NA,NA,NA,NA,NA
"킬로미터트리하다","킬로미터","트리하다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"킬로부정적인","킬로","부정적인","unrelated","word","word",0.0917144113575996,NA,NA,NA,NA,NA
"킬로알마사랑하니운","킬로알마","사랑하니운","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"킬로알마연료","킬로알마","연료","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"킬로하냐 조달","킬로","하냐 조달","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"킷을골목","킷을","골목","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"킷을해드","킷을","해드","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"킹슬멘이","킹슬","멘이","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"킹슬모으다","킹슬","모으다","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"킹이제수염","킹이제","수염","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"킹이제토랑","킹이제","토랑","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"타뇨맥류","타뇨","맥류","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"타뇨충분한","타뇨","충분한","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"타바고담배","타바고","담배","related","word","word",NA,NA,NA,NA,NA,NA
"타바고왕","타바고","왕","unrelated","word","word",NA,NA,NA,NA,NA,NA
"타바고죽인하다","타바고","죽인하다","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"타브내각","타브","내각","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"타브맙시","타브","맙시","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"타야기구글린","타야기구","글린","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"타야기구노래","타야기구","노래","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"타에겸손다 다","타에","겸손다 다","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"타에주간","타에","주간","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"타이한끊었","타이한","끊었","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"타이한미국","타이한","미국","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"타크마사지","타크","마사지","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"타크유충","타크","유충","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"타투시스운","타투","시스운","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"타투완전히","타투","완전히","unrelated","word","word",0.112738254962251,NA,NA,NA,NA,NA
"타투흉터","타투","흉터","related","word","word",0.378713680829441,NA,NA,NA,NA,NA
"탄거공예료","탄거","공예료","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"탄거나무","탄거","나무","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"탄소느낄적인","탄소","느낄적인","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"탄소보호소","탄소","보호소","unrelated","word","word",NA,NA,NA,NA,NA,NA
"탄소수소","탄소","수소","related","word","word",0.535485981184369,NA,NA,NA,NA,NA
"탄은런가","탄은","런가","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
